UG_COD,UG_DESC,UF
194018,COORDENAÇÃO REG.BAIXO SÃO FRANCISCO/BA,BA
194019,COORD.REG.DE MINAS GERAIS E ESPIRITO SANTO/MG,ES
194020,FUNAI-COORDENAÇÃO REGIONAL DE CAMPO GRANDE/MS,MS
194022,MUSEU DO INDIO - RIO DE JANEIRO,RJ
194027,COORDENAÇÃO REGIONAL PASSO FUNDO/RS,RS
194028,COORDENAÇÃO REGIONAL DE CUIABA/MT,MT
194029,COORDENAÇÃO REGIONAL XAVANTE/MT,MT
194031,COORDENAÇÃO REGIONAL XINGU/MT,MT
194033,COORDENAÇÃO REGIONAL ARAGUAIA TOCANTINS/TO,TO
194035,FUNAI-SEDE BRASILIA/DF,DF
194036,COORDENAÇÃO REG. NORTE DO MATO GROSSO/MT,MT
194041,COORDENAÇÃO REGIONAL NORDESTE 2/CE,CE
194042,COORD. REG. RIBEIRÃO CASCALHEIRA/MT,MT
194044,COORDENAÇÃO REG. KAYAPO SUL DO PARA/PA,PA
194045,FUNAI-COORDENAÇÃO REGIONAL DO MADEIRA/AM,AM
194046,COORDENAÇÃO REG. LITORAL SUDESTE/SP,SP
194047,FUNAI-COORDENAÇÃO REGIONAL DO LITORAL SUL/SC,SC
194048,COORDENAÇÃO REGIONAL MEDIO PURUS/AM,AM
194061,COORDENAÇÃO REGIONAL INTERIOR SUL/SC,SC
194063,COORDENAÇÃO REG. DO ALTO SOLIMÕES/AM,AM
194064,COORDENAÇÃO REGIONAL DOURADOS/MS,MS
194067,COORDENAÇÃO REG. NOROESTE DO MATO GROSSO/MT,MT
194068,COORDENAÇÃO REGIONAL SUL DA BAHIA/BA,BA
194074,COORDENAÇÃO REGIONAL MARANHAO/MA,MA
194075,COORDENAÇÃO REG.AMAPA E NORTE DO PARA/AP,AP
194077,COORDENAÇÃO REGIONAL NORDESTE 1/AL,AL
194085,COORDENAÇÃO REGIONAL DE PONTA PORÃ/MS,MS
200008,MINISTERIO PUBLICO MILITAR - DF,DF
200009,MINISTERIO PUBLICO DO DF E TERRITORIOS,DF
200016,SECRETARIA DE DIREITOS HUMANOS/PR,PR
200021,SECRETARIA DE POLITICAS PARA AS MULHERES,PA
200022,PROCURADORIA DA REPUBLICA - SE,SE
200023,PROCURADORIA DA REPUBLICA - DF,DF
200024,PROCURADORIA REG.DO TRABALHO 10A. REGIAO - DF,DF
200031,PROCURADORIA DA REPUBLICA - BA,BA
200032,PROCURADORIA REG.DO TRABALHO 5A. REGIAO - BA,BA
200035,PROCURADORIA DA REPUBLICA - MG,MG
200036,PROCURADORIA REG.DO TRABALHO 3A. REGIAO - MG,MG
200038,PROCURADORIA DA REPUBLICA - ES,ES
200040,PROCURADORIA DA REPUBLICA - MS,MS
200043,PROCURADORIA DA REPUBLICA - RJ,RJ
200044,PROCURADORIA REG.DO TRABALHO 1A. REGIAO - RJ,RJ
200046,PROCURADORIA DA REPUBLICA - RO,RO
200049,PROCURADORIA DA REPUBLICA - SP,SP
200050,PROCURADORIA REG.DO TRABALHO 2A. REGIAO - SP,SP
200053,PROCURADORIA DA REPUBLICA - PR,PR
200054,PROCURADORIA REG.DO TRABALHO 9A. REGIAO- PR,PR
200058,PROCURADORIA DA REPUBLICA - SC,SC
200059,PROCURADORIA REG.DO TRABALHO 12A. REGIAO- SC,SC
200061,PROCURADORIA DA REPUBLICA - RS,RS
200062,PROCURADORIA REG.DO TRABALHO 4A. REGIAO - RS,RS
200064,PROCURADORIA DA REPUBLICA - MT,MT
200066,PROCURADORIA DA REPUBLICA - GO,GO
200069,PROCURADORIA DA REPUBLICA - AC,AC
200071,PROCURADORIA DA REPUBLICA - AM,AM
200072,PROCURADORIA REG.DO TRABALHO 11A. REGIAO- AM,AM
200075,PROCURADORIA DA REPUBLICA - PA,PA
200076,PROCURADORIA REG.DO TRABALHO 8A. REGIAO- PA,PA
200078,PROCURADORIA DA REPUBLICA - MA,MA
200080,PROCURADORIA DA REPUBLICA - PI,PI
200082,PROCURADORIA DA REPUBLICA - CE,CE
200083,PROCURADORIA REG.DO TRABALHO 7A. REGIAO- CE,CE
200085,PROCURADORIA DA REPUBLICA - RN,RN
200087,PROCURADORIA DA REPUBLICA - PB,PB
200089,PROCURADORIA REG.DO TRABALHO 13A. REGIAO- PB,PB
200090,PROCURADORIA DA REPUBLICA - PE,PE
200091,PROCURADORIA REG.DO TRABALHO 6A. REGIAO- PE,PE
200093,PROCURADORIA DA REPUBLICA - AL,AL
200095,PROCURADORIA REG.DO TRABALHO - 14 REGIAO- RO,RO
200096,PROCURADORIA REG.TRAB.-15.REGIAO-CAMPINAS/SP,SP
200098,PROCURADORIA REG. DO TRABALHO 22A.REGIAO/PI,PI
200099,PROCURADORIA REG. DO TRABALHO 21A.REGIAO/RN,RN
200102,PROCURADORIA REGIONAL DA REPUBLICA-4A.REG./RS,RS
200106,PROCURADORIA REG.DO TRABALHO 16A.REGIAO - MA,MA
200110,3. DISTRITO DE POLICIA RODOVIARIA FEDERAL/AM,AM
200130,20A.SUPERINT.DE POLICIA RODOVIARIA FEDERAL/SE,SE
200139,2º DISTRITO DE POLICIA RODOVIARIA FEDERAL/TO,TO
200141,1O DISTRITO REG.DE POLICIA RODOV.FEDERAL-DF,DF
200201,PROCURADORIA DA REPUBLICA NO EST.DO TOCANTINS,TO
200205,PROCURADORIA REGIONAL DO TRABALHO DA 23A.-MT,MT
200206,PROCURADORIA REGIONAL DO TRABALHO DA 24A.-MS,MS
200247,ARQUIVO NACIONAL - RJ,RJ
200338,SUPERINTENDENCIA REGIONAL NO DISTRITO FEDERAL,DF
200344,SUPERINTENDENCIA REGIONAL NO ESTADO DE SE,SE
200346,SUPERINTENDENCIA REGIONAL NO ESTADO DA BA,BA
200350,SUPERINTENDENCIA REG DA POLICIA FEDERAL EM MG,MG
200352,SUPERINTENDENCIA REGIONAL NO ESTADO DO ES,ES
200354,SUPERINTENDENCIA REGIONAL NO ESTADO DO MS,MS
200356,SUPERINTENDENCIA REGIONAL NO ESTADO DO RJ,RJ
200358,SUPERINTENDENCIA REGIONAL NO ESTADO DE AL,AL
200360,SUPERINTENDENCIA REGIONAL NO ESTADO DE SP,SP
200364,SUPERINTENDENCIA REGIONAL NO ESTADO DO PR,PR
200370,SUPERINTENDENCIA REGIONAL NO ESTADO DE SC,SC
200372,SUPERINTENDENCIA REGIONAL NO ESTADO DO RS,RS
200374,SUPERINTENDÊNCIA REGIONAL NO ESTADO DO MT,MT
200376,SUPERINTENDÊNCIA REGIONAL NO ESTADO DO GO,GO
200378,SUPERINTENDENCIA REGIONAL NO ESTADO DE RO,RO
200380,SUPERINTENDÊNCIA REGIONAL NO ESTADO DO AC,AC
200382,SUPERINTENDENCIA REGIONAL NO ESTADO DO AM,AM
200384,SUPERINTENDENCIA REGIONAL NO ESTADO DE RR,RR
200386,SUPERINTENDENCIA REGIONAL NO ESTADO DO PA,PA
200388,SUPERINTENDENCIA REGIONAL NO ESTADO DO MA,MA
200390,SUPERINTENDENCIA REGIONAL NO ESTADO DO PI,PI
200392,SUPERINTENDENCIA REGIONAL NO ESTADO DO CE,CE
200394,SUPERINTENDENCIA REGIONAL NO ESTADO DO RN,RN
200396,SUPERINTENDÊNCIA REGIONAL NO ESTADO DA PB,PB
200398,SUPERINTENDÊNCIA REGIONAL NO ESTADO DE PE,PE
200402,SUPERINTENDENCIA REGIONAL NO ESTADO DO AP,AP
200404,SUPERINTENDENCIA REGIONAL NO ESTADO DE TO,TO
200600,PENITENCIARIA FEDERAL DE CAMPO GRANDE - MS,MS
200601,PENITENCIARIA FEDERAL EM CATANDUVAS - PR,PR
200602,PENITENCIARIA FEDERAL EM MOSSORO - RN,RN
240003,MRE - ESCRITORIO DE RPRES.NO RIO DE JANEIRO,RJ
240031,ESCRIT.DE REP.DO MINIST.RELAC.EXTERIORES/SP,SP
240041,ESCRITORIO DE REPRESENTACAO EM SANTA CATARINA,SC
240125,MUSEU PARAENSE EMILIO GOELDI,PA
240226,ESCRITÓRIO DE REPRESENTAÇÃO NA BAHIA,BA
250012,NUCLEO ESTADUAL DO MS/AC,AC
250013,NUCLEO ESTADUAL DO MS/AL,AP
250014,NUCLEO ESTADUAL DO MS/AP,AP
250015,NUCLEO ESTADUAL DO MS/AM,AM
250016,NUCLEO ESTADUAL DO MS/BA,BA
250017,NUCLEO ESTADUAL DO MS/CE,CE
250019,NUCLEO ESTADUAL DO MS/ES,ES
250021,NUCLEO ESTADUAL DO MS/GO,CO
250022,NUCLEO ESTADUAL DO MS/MA,MA
250023,NUCLEO ESTADUAL DO MS/MT,CO
250025,NUCLEO ESTADUAL DO MS/MG,MG
250026,NUCLEO ESTADUAL DO MS/PA,PA
250027,NUCLEO ESTADUAL DO MS/PB,PB
250028,NUCLEO ESTADUAL DO MS/PR,PR
250029,NUCLEO ESTADUAL DO MS/PE,PE
250031,NUCLEO ESTADUAL DO MS/RJ,RJ
250032,NUCLEO ESTADUAL DO MS/RN,RN
250033,NUCLEO ESTADUAL DO MS/RS,RS
250036,NUCLEO ESTADUAL DO MS/SC,SC
250037,NUCLEO ESTADUAL DO MS-SP,SP
250038,NUCLEO ESTADUAL DO MS/SE,SE
250052,INSTITUTO NACIONAL DO CANCER - RJ,RJ
253004,COORD.DE VIG.SANIT.DE PORTOS,DF
253005,COORD.DE VIG.SANIT.DE PORTOS,DF
253006,COORD.DE VIG.SANIT.DE PORTOS,DF
253007,COORD.DE VIG.SANIT.DE PORTOS,DF
253008,COORD.DE VIG.SANIT.DE PORTOS,DF
253009,COORD.DE VIG.SANIT.DE PORTOS,DF
253010,COORD.DE VIG.SANIT.DE PORTOS,DF
253011,COORD.DE VIG.SANIT.DE PORTOS,DF
253012,COORD.DE VIG.SANIT.DE PORTOS,DF
253013,COORD.DE VIG.SANIT.DE PORTOS,DF
253014,COORD.DE VIG.SANIT.DE PORTOS,DF
253015,COORD.DE VIG.SANIT.DE PORTOS,DF
253016,COORD.DE VIG.SANIT.DE PORTOS,DF
253017,COORD.DE VIG.SANIT.DE PORTOS,DF
253018,COORD.DE VIG.SANIT.DE PORTOS,DF
253021,COORD.DE VIG.SANIT.DE PORTOS,DF
253023,COORD.DE VIG.SANIT.DE PORTOS,DF
253024,COORD.DE VIG.SANIT.DE PORTOS,DF
253026,COORD.DE VIG.SANIT.DE PORTOS,DF
253027,COORD.DE VIG.SANIT.DE PORTOS,DF
253028,COORD.DE VIG.SANIT.DE PORTOS,DF
253029,COORD.DE VIG.SANIT.DE PORTOS,DF
253033,ANS - DISTRITO FEDERAL,DF
255000,FUNDACAO NACIONAL DE SAUDE - DF,DF
255002,FUNDAÇÃO NACIONAL DE SAUDE - AL,AL
255003,FUNDACAO NACIONAL DE SAUDE - AP,AP
255004,FUNDACAO NACIONAL DE SAUDE - AM,AM
255005,FUNDACAO NACIONAL DE SAUDE - BA,BA
255006,FUNDACAO NACIONAL DE SAUDE - CE,CE
255008,FUNDACAO NACIONAL DE SAUDE - ES,ES
255009,FUNDACAO NACIONAL DE SAUDE - GO,GO
255010,FUNDACAO NACIONAL DE SAUDE - MA,MA
255011,FUNDACAO NACIONAL DE SAUDE - MT,MT
255012,FUNDACAO NACIONAL DE SAUDE - MS,MS
255013,FUNDACAO NACIONAL DE SAUDE - MG,MG
255014,FUNDACAO NACIONAL DE SAUDE - PA,PA
255015,FUNDACAO NACIONAL DE SAUDE - PB,PB
255017,FUNDACAO NACIONAL DE SAUDE - PE,PE
255018,FUNDACAO NACIONAL DE SAUDE - PI,PI
255019,FUNDACAO NACIONAL DE SAUDE - RJ,RJ
255020,FUNDACAO NACIONAL DE SAUDE - RN,RN
255021,FUNDACAO NACIONAL DE SAUDE - RS,RS
255022,FUNDACAO NACIONAL DE SAUDE - RO,RO
255023,FUNDACAO NACIONAL DE SAUDE - RR,RR
255024,FUNDACAO NACIONAL DE SAUDE - SC,SC
255025,FUNDACAO NACIONAL DE SAUDE - SP,SP
255026,FUNDACAO NACIONAL DE SAUDE - SE,SE
255027,FUNDACAO NACIONAL DE SAUDE - TO,TO
257021,DISTRITO SANIT.ESP.INDIGENA - ALTO RIO JURUA,AC
257022,DISTRITO SANIT.ESP.INDIGENA - ALTO PURUS,AC
257023,DISTRITO SANIT.ESP.INDIGENA AL/SE,SE
257024,DISTRITO SANIT.ESP.INDIGENA - ALTO RIO NEGRO,AM
257025,DISTRITO SANIT.ESP.INDIGENA - ALTO SOLIMOES,AM
257026,DISTRITO SANIT.ESP.INDIGENA - JAVARI,AM
257027,DISTRITO SANIT.ESP.INDIGENA - MANAUS,AM
257028,DISTRITO SANIT.ESP.INDIGENA - MEDIO PURUS,AM
257029,DISTRITO SANIT.ESP.INDIGENA - MEDIO SOLIMOES,AM
257030,DISTRITO SANIT.ESP.INDIGENA - PARINTINS,AM
257031,DISTRITO SANIT.ESP.INDIGENA - AMAPA,AP
257032,DISTRITO SANIT.ESP.INDIGENA - BAHIA,BA
257033,DISTRITO SANIT.ESP.INDIGENA - CEARA,CE
257034,DISTRITO SANIT.ESP.INDIGENA - MARANHAO,MA
257036,DISTRITO SANIT.ESP.INDIGENA MATO GROSSO SUL,MT
257037,DISTRITO SANIT.ESP.INDIGENA - ARAGUAIA,TO
257038,DISTRITO SANIT.ESP.INDIGENA KAIAPO MT GROSSO,MT
257039,DISTRITO SANIT.ESP.INDIGENA - CUIABA,MT
257040,DISTRITO SANIT.ESP.INDIGENA - XAVANTE,MT
257041,DISTRITO SANIT.ESP.INDIGENA - XINGU,MT
257042,DISTRITO SANIT.ESP.INDIGENA - ALTAMIRA,PA
257043,DISTRITO SANIT.ESP.INDIGENA GUAMA TOCANTINS,TO
257044,DISTRITO SANIT.ESP.INDIGENA - KAIAPO REDENCAO,PA
257045,DISTRITO SANIT.ESP.INDIGENA - TAPAJOS,PA
257046,DISTRITO SANIT.ESP.INDIGENA - POTIGUARA,PB
257047,DISTRITO SANIT.ESP.INDIGENA - PERNAMBUCO,PE
257048,DISTRITO SANIT.ESP.INDIGENA - LITORAL SUL,PB
257049,DISTRITO SANIT.ESP.INDIGENA - PORTO VELHO,RO
257050,DISTRITO SANIT.ESP.INDIGENA - VILHENA,RO
257051,DISTRITO SANIT.ESP.INDIGENA - LESTE RR,RR
257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,RR
257053,DISTRITO SANIT.ESP.INDIGENA - INTERIOR SUL,RS
257054,DISTRITO SANIT.ESP.INDIGENA - TOCANTINS,TO
264001,FUNDACENTRO - FUND.JORGE DUPRAT/CTN/SEDE - SP,SP
264002,FUNDACENTRO - FUND.JORGE DUPRAT/ERMS - MS,MS
264003,FUNDACENTRO - FUND.JORGE DUPRAT/ERCA - SP,SP
264005,FUNDACENTRO - FUND.JORGE DUPRAT/CRMG - MG,MG
264006,FUNDACENTRO - FUND.JORGE DUPRAT/CRDF - DF,DF
264007,FUNDACENTRO - FUND.JORGE DUPRAT/CRPE - PE,PE
264008,FUNDACENTRO - FUND.JORGE DUPRAT/CRBA - BA,BA
264009,FUNDACENTRO - FUND.JORGE DUPRAT/CEES - ES,ES
264010,FUNDACENTRO - FUND.JORGE DUPRAT/CEPR - PR,PR
264011,FUNDACENTRO - FUND.JORGE DUPRAT/CESC - SC,SC
264013,FUNDACENTRO - FUND.JORGE DUPRAT/CERS - RS,RS
264014,FUNDACENTRO - FUND.JORGE DUPRAT/CEPA - PA,PA
275058,CIA.BRASILEIRA DE TRENS URBANOS-STU/BH,MG
275060,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A,RS
275075,VALEC ENGENHARIA,DF
323003,SUPERINTENDÊNCIA DO DNPM-RS,RS
323004,SUPERINTENDÊNCIA DO DNPM-SP,SP
323005,SUPERINTENDÊNCIA DO DNPM-MG,MG
323006,SUPERINTENDÊNCIA DO DNPM-PE,PE
323007,SUPERINTENDÊNCIA DO DNPM-PA,PA
323008,SUPERINTENDÊNCIA DO DNPM-GO,GO
323009,SUPERINTENDÊNCIA DO DNPM-BA,BA
323011,SUPERINTENDÊNCIA DO DNPM-RJ,RJ
323013,SUPERINTENDÊNCIA DO DNPM-SC,SC
323014,SUPERINTENDÊNCIA DO DNPM-MT,MT
323015,SUPERINTENDÊNCIA DO DNPM-PR,PR
323016,SUPERINTENDÊNCIA DO DNPM-RN,RN
323019,SUPERINTENDÊNCIA DO DNPM-TO,TO
323020,SUPERINTENDÊNCIA DO DNPM-SE,SE
323022,SUPERINTENDÊNCIA DO DNPM-ES,ES
323023,SUPERINTENDÊNCIA DO DNPM-PI,PI
323024,SUPERINTENDÊNCIA DO DNPM-MA,MA
323027,SUPERINTENDÊNCIA DO DNPM-AL,AL
343001,SUPERINTENDENCIA DO IPHAN AMAZONAS,AM
343002,SUPERINTENDENCIA DO IPHAN NO PARA,PA
343003,SUPERINTENDENCIA DO IPHAN MARANHAO,MA
343004,SUPERINTENDENCIA DO IPHAN NO CEARA,CE
343005,SUPERINTENDENCIA DO IPHAN PERNAMBUCO,PE
343006,SUPERINTENDENCIA DO IPHAN RIO DE JANEIRO-RJ,RJ
343007,SUPERINTENDENCIA DO IPHAN NA BAHIA,BA
343008,SUPERINTENDENCIA DO IPHAN EM SERGIPE,SE
343009,SUPERINTENDENCIA DO IPHAN SAO PAULO,SP
343010,SUPERINTENDENCIA DO IPHAN NO PARANA,PR
343011,SUPERINTENDENCIA DO IPHAN S.CATARINA,SC
343012,SUPERINTENDENCIA DO IPHAN R.G.DO SUL,RS
343013,SUPERINTENDENCIA DO IPHAN M. GERAIS,MG
343014,SUPERINTENDENCIA DO IPHAN EM GOIAS,GO
343015,MUSEU IMPERIAL - PETROPOLIS,RJ
343016,MUSEU HISTORICO NACIONAL - RIO DE JANEIRO,RJ
343017,MUSEU NACIONAL DE BELAS ARTES -RIO DE JANEIRO,RJ
343018,MUSEU DA REPUBLICA - RIO DE JANEIRO,RJ
343019,MUSEU DA INCONFIDENCIA - OURO PRETO,MG
343020,MUSEU LASAR SEGALL - SAO PAULO,SP
343023,CENTRO CULTURAL PACO IMPERIAL-RJ,RJ
343024,CENTRO CULTURAL SITIO ROBERTO BURLE MARX-RJ,RJ
343029,SUPERINTENDENCIA DO IPHAN D. FEDERAL,DF
343032,SUPERINTENDENCIA DO IPHAN NA PARAIBA,PB
343033,SUPERINTENDENCIA DO IPHAN NO E.SANTO,ES
343034,SUPERINTENDENCIA DO IPHAN M.G.DO SUL,MS
343035,SUPERINTENDENCIA DO IPHAN EM ALAGOAS,AL
343036,SUPERINTENDENCIA DO IPHAN NO PIAUI,PI
343037,SUPERINTENDENCIA DO IPHAN  RONDONIA,RO
343039,SUPERINTENDENCIA DO IPHAN NO RIO G. NORTE/RN,RN
343040,SUPERINTENDENCIA DO IPHAN NO ACRE-AC,AC
343042,SUPERINTENDENCIA DO IPHAN NO MATO GROSSO - MT,MT
343043,SUPERINTENDENCIA DO IPHAN EM TOCANTINS - TO,TO
373015,SUPERINTENDENCIA ESTADUAL DO ACRE-INCRA/SR-14,AC
373025,SUPERINTEND.ESTADUAL DO AMAZONAS-INCRA/SR-15,AM
373029,SUPERINTEND.ESTADUAL DE RORAIMA-INCRA/SR-25,RR
373030,SUPERINTEND.ESTADUAL DO PARA-INCRA/SR-01,PA
373032,PROJETO FUNDIARIO ALTAMIRA-ALTAMIRA/PA,PA
373039,SUPERINTEND.ESTADUAL DO AMAPA-INCRA/SR-21,AP
373040,SUPERINTEND.ESTADUAL DO MARANHAO-INCRA/SR-12,MA
373041,PIC BARRA DO CORDA - MA,MA
373044,SUPERINTEND.ESTADUAL DO PIAUI-INCRA/SR-24,PI
373045,SUPERINTEND.ESTADUAL DO CEARA-INCRA/SR-02,CE
373047,SUPERINTEND.ESTADUAL DA PARAIBA-INCRA/SR-18,PA
373048,SUPERINT.REGIONAL DE PERNAMBUCO-INCRA/SR-03,PE
373051,SUPERINTEND.ESTADUAL DE ALAGOAS-INCRA/SR-22,AL
373052,SUPERINTEND.ESTADUAL DE SERGIPE-INCRA/SR-23,SE
373053,SUPERINTEND.ESTADUAL DA BAHIA-INCRA/SR-05,BA
373066,SUPERINTEND.ESTADUAL DE SAO PAULO-INCRA/SR-08,SP
373067,SUPERINTEND.ESTADUAL DO PARANA-INCRA/SR-09,PA
373080,SUPERINTEND.ESTADUAL DE GOIAS-INCRA/SR-04,GO
373082,INCRA-SUPERINT.REGIONAL DE RONDONIA-SR-17/RO,RO
373083,DIV.EXECUTIVA DE FINANCAS-DAF.2 INCRA-SEDE/DF,DF
373085,SUPERINTENDENCIA ESTADUAL DE TOCANTINS/SR-26,TO
380005,PROCURADORIA DA REPUBLICA/AP,AP
380006,PROCURADORIA DA REPUBLICA/RR,RR
380007,PROCURADORIA REGIONAL DO TRABALHO 17A REG./ES,ES
380030,SUPERINT REG DO TRAB E EMPREGO/AC,AC
380031,SUPERINT REG DO TRAB E EMPREGO/AL,AL
380033,SUPERINT REG DO TRAB E EMPREGO/BA,BA
380036,SUPERINT REG DO TRAB E EMPREGO/ES,ES
380038,SUPERINT REG DO TRAB E EMPREGO/MT,MT
380039,SUPERINT REG DO TRAB E EMPREGO/MA,MA
380040,SUPERINT REG DO TRAB E EMPREGO/MS,MS
380041,SUPERINT REG DO TRAB E EMPREGO/MG,MG
380042,SUPERINT REG DO TRAB E EMPREGO/PE,PE
380045,SUPERINT REG DO TRAB E EMPREGO/PB,PB
380047,SUPERINT REG DO TRAB E EMPREGO/RJ,RJ
380048,SUPERINT REG DO TRAB E EMPREGO/RN,RN
380050,SUPERINT REG DO TRAB E EMPREGO/RO,RO
380052,SUPERINT REG DO TRAB E EMPREGO/SP,SP
380053,SUPERINT REG DO TRAB E EMPREGO/SE,SE
380056,SUPERINT REG DO TRAB E EMPREGO/AP,AP
380057,SUPERINT REG DO TRAB E EMPREGO/RR,RR
380930,SUPERINT REG DO TRAB E EMPREGO/AC,AC
380931,SUPERINT REG DO TRAB E EMPREGO/AL,AL
380932,SUPERINT REG DO TRAB E EMPREGO/AM,AM
380933,SUPERINT REG DO TRAB E EMPREGO/BA,BA
380934,SUPERINT REG DO TRAB E EMPREGO/CE,CE
380935,SUPERINT REG DO TRAB E EMPREGO/DF,DF
380936,SUPERINT REG DO TRAB E EMPREGO/ES,ES
380937,SUPERINT REG DO TRAB E EMPREGO/GO,GO
380938,SUPERINT REG DO TRAB E EMPREGO/MT,MT
380939,SUPERINT REG DO TRAB E EMPREGO/MA,MA
380940,SUPERINT REG DO TRAB E EMPREGO/MS,MS
380941,SUPERINT REG DO TRAB E EMPREGO/MG,MG
380942,SUPERINT REG DO TRAB E EMPREGO/PE,PE
380944,SUPERINT REG DO TRAB E EMPREGO/PR,PR
380945,SUPERINT REG DO TRAB E EMPREGO/PB,PB
380947,SUPERINT REG DO TRAB E EMPREGO/RJ,RJ
380949,SUPERINT REG DO TRAB E EMPREGO/RS,RS
380950,SUPERINT REG DO TRAB E EMPREGO/RO,RO
380951,SUPERINT REG DO TRAB E EMPREGO/SC,SC
380952,SUPERINT REG DO TRAB E EMPREGO/SP,SP
380953,SUPERINT REG DO TRAB E EMPREGO/SE,SE
380957,SUPERINT REG DO TRAB E EMPREGO/RR,RR
393009,SUPERINTEND. REG. NOS ESTADOS AM/RR - DNIT,NO
393010,SUPERINTENDENCIA REG. NO ESTADO MS - DNIT,MS
393011,SUPERINTEND.REG. NOS ESTADOS GO/DF - DNIT,CO
393012,SUPERINTENDENCIA REG. NO ESTADO RS - DNIT,RS
393013,SUPERINTENDENCIA REG. NO ESTADO SC - DNIT,SC
393014,SUPERINTEND. REG. NOS ESTADOS RO/AC - DNIT,NO
393015,SUPERINTENDENCIA REG. NO ESTADO SE - DNIT,SE
393016,SUPERINTEND. REG NOS ESTADOS PA/AP - DNIT,NO
393017,SUPERINTENDENCIA REG. NO ESTADO PB - DNIT,PB
393018,SUPERINTENDENCIA REG. NO ESTADO ES - DNIT,ES
393019,SUPERINTENDENCIA REG. NO ESTADO RJ - DNIT,RJ
393020,SUPERINTENDENCIA REG. NO ESTADO MT - DNIT,MT
393021,SUPERINTENDENCIA REG. NO ESTADO RN - DNIT,RN
393022,SUPERINTENDENCIA REG. NO ESTADO PI - DNIT,PI
393023,SUPERINTENDENCIA REG. NO ESTADO TO - DNIT,TO
393024,SUPERINTENDENCIA REG. NO ESTADO CE - DNIT,CE
393025,SUPERINTENDENCIA REG. NO ESTADO SP - DNIT,SP
393026,SUPERINTENDENCIA REG. NO ESTADO AL - DNIT,AL
393027,SUPERINTENDENCIA REG. NO ESTADO BA - DNIT,BA
393028,SUPERINTENDENCIA REG. NO ESTADO PR - DNIT,PR
393029,SUPERINTENDENCIA REG. NO ESTADO PE - DNIT,PE
393030,SUPERINTENDENCIA REG. NO ESTADO MA - DNIT,MA
393031,SUPERINTENDENCIA REG. NO ESTADO MG - DNIT,MG
393038,UNIDADE REGIONAL DO RIO DE JANEIRO,RJ
393047,UNIDADE REGIONAL DE SAO PAULO-ANTT,SP
393048,UNIDADE REGIONAL DE MINAS GERAIS - ANTT,MG
393092,UNIDADE REGIONAL DO RIO GRANDE DO SUL - ANTT,RS
413002,AGENCIA NACIONAL DE TELECOMUNICACOES-SP,SP
413003,AGENCIA NACIONAL DE TELECOMUNICACOES-RJ,RJ
413004,AGENCIA NACIONAL DE TELECOMUNICACOES-PR,PR
413005,AGENCIA NACIONAL DE TELECOMUNICACOES-MG,MG
413006,AGENCIA NACIONAL DE TELECOMUNICACOES-RS,RS
413007,AGENCIA NACIONAL DE TELECOMUNICACOES-PE,PE
413008,AGENCIA NACIONAL DE TELECOMUNICACOES-GO,GO
413009,AGENCIA NACIONAL DE TELECOMUNICACOES-BA,BA
413010,AGENCIA NACIONAL DE TELECOMUNICACOES-CE,CE
413011,AGENCIA NACIONAL DE TELECOMUNICACOES-PA,PA
440001,SUBSECRET.DE PLANEJ.,DF
443020,INST. DE PESQUISAS JARDIM BOTANICO DO RJ/JBRJ,RJ
443054,INST.CHICO MENDES DE CONS. DA BIO. - MANAUS,NO
443055,INST.CHICO MENDES DE CONS. BIO RIO DE JANEIRO,RJ
510005,GERÊNCIA EXECUTIVA DISTRITO FEDERAL,DF
510480,GERÊNCIA EXECUTIVA RIO BRANCO,NO
510580,GERÊNCIA EXECUTIVA MANAUS,NO
510599,GERÊNCIA EXECUTIVA BOA VISTA,NO
510630,GERÊNCIA EXECUTIVA PALMAS,NO
510670,GERÊNCIA EXECUTIVA CURITIBA,SL
510815,GERÊNCIA EXECUTIVA FORTALEZA,NE
511180,GERÊNCIA EXECUTIVA RECIFE,NE
511443,GERÊNCIA EXECUTIVA SÃO JOÃO DA BOA VISTA,NO
511640,GERÊNCIA EXECUTIVA SALVADOR,NE
512035,GERÊNCIA EXECUTIVA PORTO VELHO,NO
512060,GERÊNCIA EXECUTIVA RIO DE JANEIRO-CENTRO,RJ
512074,GERÊNCIA EXECUTIVA RIO DE JANEIRO-NORTE,RJ
530001,MI/SE/DGI/ADMINISTRACAO GERAL,SE
530021,PROAGUA NACIONAL/SE/MI,SE
580012,SUPERINT.FED.DE PESCA E AQUICULTURA/AL,AL
580013,SUPERINT.FED.DE PESCA E AQUICULTURA/AM,AM
580015,SUPERINT.FED.DE PESCA E AQUICULTURA/BA,BA
580018,SUPERINT.FED.DE PESCA E AQUICULTURA/ES,ES
580019,SUPERINT.FED.DE PESCA E AQUICULTURA/GO,GO
580020,SUPERINT.FED.DE PESCA E AQUICULTURA/MA,MA
580021,SUPERINT.FED.DE PESCA E AQUICULTURA/MG,MG
580022,SUPERINT.FED.DE PESCA E AQUICULTURA/MS,MS
580024,SUPERINT.FED.DE PESCA E AQUICULTURA/PA,PA
580025,SUPERINT.FED.DE PESCA E AQUICULTURA/PB,PB
580026,SUPERINT.FED.DE PESCA E AQUICULTURA/PE,PE
