UG_COD,UG_DESC,UF,REGIÃO
662500,SERVICO DE SELECAO DO PESSOAL DA MARINHA,,
662600,CENTRO DE INSTRUCAO ALMIRANTE ALEXANDRINO,,
664000,DIRETORIA DO PESSOAL MILITAR DA MARINHA,,
664100,SERVICO DE IDENTIFICACAO DA MARINHA,,
664200,SERVICO DE INATIVOS E PENSIONISTAS DA MARINHA,,
665000,DIRETORIA DE SAUDE DA MARINHA,,
665700,CENTRO MEDICO ASSISTENCIAL DA MARINHA,,
665701,HOSPITAL CENTRAL_DA MARINHA,,
665703,ODONTOCLINICA CENTRAL,,
665720,HOSPITAL NAVAL MARCILIO DIAS,,
667000,DIRETORIA DE ASSISTENCIA SOCIAL DA MARINHA,,
667100,SERVICO DE ASSISTENCIA SOCIAL DA MARINHA,,
667200,CASA DO MARINHEIRO,,
670200,COMISSAO NAVAL BRASILEIRA EM WASHINGTON,,
671000,DIRETORIA DE ABASTECIMENTO DA MARINHA,,
671210,DEPOSITO DE COMBUSTIVEIS_DA MB NO RIO JANEIRO,,
671280,CENTRO DE MUNICAO DA MARINHA,,
671300,CENTRO DE OBTENCAO DA MARINHA NO R.J.,,
673000,DIRETORIA DE FINANCAS DA MARINHA,,
680000,COMANDO DE OPERACOES NAVAIS,,
681000,COMANDO DO 1.DISTRITO NAVAL,,
681100,COMANDO DO GRUPAMENTO DE PATRULHA NAV. DO SUD,,
681331,DELEG. DA CAPIT. DOS PORTOS EM ANGRA DOS REIS,,
681332,DELEG. DA CAPITANIA DOS PORTOS EM ITACURUCA,,
681401,ESTACAO RADIOGONIOMETRICA MB EM CAMPOS NOVOS,,
682010,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,,
684311,CAPITANIA FLUVIAL DE SANTAREM,,
684800,BASE NAVAL DE VAL-DE-CAES,,
685800,ESTACAO NAVAL DO RIO GRANDE,,
685810,CENTRO DE INTENDENCIA DA MARINHA EM RIO GRAND,,
686700,HOSPITAL NAVAL DE LADARIO,,
686800,BASE FLUVIAL DE LADARIO,,
686810,CENTRO DE INTENDENCIA DA MARINHA EM LADARIO,,
687000,COMANDO DO 7.DN,,
688310,CAPITANIA FLUVIAL DA AMAZONIA OCIDENTAL,,
688810,ESTACAO NAVAL DO RIO NEGRO,,
689000,COMANDO DO 8.DISTRITO NAVAL,,
689311,DEL.DA CAPITANIA DOS PORTOS EM SAO SEBASTIAO,,
689321,DELEGACIA FLUVIAL DE PRESIDENTE EPITACIO,,
690001,SECRETARIA DA MICRO E PEQUENA EMPRESA,,
691000,COMANDO-EM-CHEFE DA ESQUADRA,,
691180,BASE AEREA NAVAL DE SAO PEDRO DA ALDEIA,,
691500,COMANDO DA FORCA DE SUBMARINOS,,
691580,BASE ALMIRANTE CASTRO E SILVA,,
691590,CENTRO DE INSTR.E ADESTR.ALM.ATILA M.ACHE,,
691600,COMANDO DA FORCA DE SUPERFICIE,,
691610,COMANDO DO PRIMEIRO ESQUADRAO DE ESCOLTAS,,
691620,COMANDO DO SEGUNDO ESQUADRAO DE ESCOLTA,,
691660,COMANDO DO PRIMEIRO ESQUADRAO DE APOIO,,
691901,CENTRO DE ADESTRAMENTO ALM.MARQUES DE LEAO,,
691902,CENTRO DE APOIO A SISTEMAS OPERATIVOS,,
691904,CENTRO DE MANUTENCAO DE EMBARCACOES MIUDAS,,
695180,BASE DE FUZILEIROS NAVAIS DA I. DO GOVERNADOR,,
695380,BASE DE FUZILEIROS NAVAIS DA ILHA DAS FLORES,,
695400,BATALHAO DE OPERACOES ESPECIAIS DE FN,,
695500,BASE DE FUZILEIROS NAVAIS DO RIO MERITI,,
710100,TRIBUNAL MARITIMO,,
710300,AMAZÔNIA AZUL TECNOL. DE DEFESA S.A - AMAZUL,,
711000,GABINETE DO COMANDANTE DA MARINHA,,
711100,CENTRO DE COMUNICAÇÃO SOCIAL DA MARINHA,,
712000,SECRETARIA DA COMISSAO INTERMINIST.P/REC.MAR,,
713000,COMISSAO DE PROMOCOES DE OFICIAIS,,
714000,CENTRO DE INTELIGÊNCIA DA MARINHA,,
716000,PROCURADORIA ESPECIAL DA MARINHA,,
720000,ESTADO-MAIOR DA ARMADA,,
720301,INSTITUTO DE PESQUISAS DA MARINHA,,
721000,ESCOLA DE GUERRA NAVAL,,
723000,CENTRO DE ANALISES DE SISTEMAS NAVAIS,,
731000,COMANDO DO MATERIAL DE FUZILEIROS NAVAIS,,
731040,CENTRO TECNOLOGICO DO CORPO DE FUZ. NAVAIS,,
731050,BATALHAO NAVAL,,
732100,CENTRO DE INSTRUCAO ALTE. SYLVIO DE CAMARGO,,
732200,CENTRO INST.ALMIRANTE MILCIADES PORTELA ALVES,,
732300,CENTRO DE AVALIAÇÃO DA ILHA DA MARAMBAIA,,
732400,CENTRO DE EDUCAÇÃO FÍSICA ALTE ADALBE. NUNES,,
740000,DIRETORIA-GERAL DO MATERIAL DA MARINHA,,
740002,COORD-GERAL PROG. DESENV. SUBMAR. NUCLEAR,,
740003,COORD-GERAL PROG. DESENV. SUBMAR. NUCLEAR,,
740100,CENTRO DE PROJETO DE NAVIOS,,
740200,CENTRO DE MANUTENÇÃO DE SISTEMAS DA MARINHA,,
741002,ARMJ OMPS - I APOIO DE BASE,,
743000,DIRETORIA DE AERONAUTICA DA MARINHA,,
744000,DIRETORIA DE SISTEMAS DE ARMAS DA MARINHA,,
744030,CENTRO DE MISSEIS E ARMAS SUBMAR.DA MARINHA,,
745000,DIRETORIA DE ENGENHARIA NAVAL,,
746000,DIRETORIA DE OBRAS CIVIS DA MARINHA,,
749000,DIR. DE COMUNIC. E TECNOLOGIA DA INF. MARINHA,,
751212,BASE DE HIDROGRAFIA DA MARINHA EM NITEROI,,
752000,DIRETORIA DE PORTOS E COSTAS,,
752100,CENTRO DE INSTRUCAO ALMIRANTE GRACA ARANHA,,
753000,INSTITUTO DE EST. DO MAR ALTE PAULO MOREIRA,,
760000,DIRETORIA-GERAL DO PESSOAL DA MARINHA,,
762000,DIRETORIA DE ENSINO DA MARINHA,,
762200,CENTRO DE INSTRUCAO ALMIRANTE WANDENKOLK,,
762300,COLEGIO NAVAL,,
762400,ESCOLA NAVAL,,
762600,CENTRO DE INSTRUCAO ALMIRANTE ALEXANDRINO,,
763000,DIRETORIA DO PESSOAL CIVIL DA MARINHA,,
764100,SERVICO DE IDENTIFICACAO DA MARINHA,,
764200,SERVICO DE INATIVOS E PENSIONISTAS DA MARINHA,,
765000,DIRETORIA DE SAUDE DA MARINHA,,
765700,CENTRO MEDICO ASSISTENCIAL DA MARINHA,,
765701,HOSPITAL CENTRAL_DA MARINHA,,
765703,ODONTOCLINICA CENTRAL DA MARINHA,,
765704,POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,,
765705,UNIDADE INTEGRADA DE SAUDE MENTAL,,
765706,SANATORIO NAVAL DE NOVA FRIBURGO,,
765710,CENTRO DE MEDICINA OPERATIVA DA MARINHA,,
765720,HOSPITAL NAVAL MARCILIO DIAS,,
765741,LABORATORIO FARMACEUTICO DA MARINHA,,
767200,CASA DO MARINHEIRO,,
770000,SECRETARIA-GERAL DA MARINHA,,
770100,COMISSAO NAVAL BRASILEIRA NA EUROPA - LONDRES,,
770200,COMISSAO NAVAL BRASILEIRA EM WASHINGTON,,
771000,DIRETORIA DE ABASTECIMENTO DA MARINHA,,
771210,DEPOSITO DE COMBUSTIVEIS_DA MB NO RIO JANEIRO,,
771280,CENTRO DE MUNICAO DA MARINHA,,
771300,CENTRO DE OBTENCAO DA MARINHA NO R.J.,,
773000,DIRETORIA DE FINANCAS DA MARINHA,,
773201,PAGADORIA DE PESSOAL DA MARINHA EXTERIOR.,,
773202,PAGADORIA DO PESSOAL DA MARINHA -PAPEM-OM,,
778000,CAIXA DE CONSTR DE CASAS P/ O PESSOAL DA MARI,,
779000,DIR. DE PATR. HIST. E DOCUMENTAÇÃO DA MARINHA,,
780000,COMANDO DE OPERACOES NAVAIS,,
781000,COMANDO DO 1.DISTRITO NAVAL,,
781100,COMANDO DO GRUPAMENTO DE PATRULHA NAV. DO SUD,,
781331,DELEG. DA CAPIT. DOS PORTOS EM ANGRA DOS REIS,,
781332,DELEG. DA CAPITANIA DOS PORTOS EM ITACURUCA,,
781333,DELEGACIA DA CAPITANIA DOS PORTOS EM MACAE,,
781401,ESTACAO RADIOGONIOMETRICA MB EM CAMPOS NOVOS,,
782330,CAPITANIA FLUVIAL DO SAO FRANCISCO,,
782801,BASE NAVAL DE ARATU,,
783701,HOSPITAL NAVAL DE NATAL,,
783800,BASE NAVAL DE NATAL,,
783810,CENTRO DE INTENDENCIA DA MARINHA EM NATAL,,
784700,HOSPITAL NAVAL DE BELEM,,
784800,BASE NAVAL DE VAL-DE-CAES,,
784810,CENTRO DE INTENDENCIA DA MARINHA EM BELEM,,
785800,ESTACAO NAVAL DO RIO GRANDE,,
785810,CENTRO DE INTENDENCIA DA MARINHA EM RIO GRAND,,
786700,HOSPITAL NAVAL DE LADARIO,,
786800,BASE FLUVIAL DE LADARIO,,
786810,CENTRO DE INTENDENCIA DA MARINHA EM LADARIO,,
787000,COMANDO DO 7.DN,,
788310,CAPITANIA FLUVIAL DA AMAZONIA OCIDENTAL,,
788810,ESTACAO NAVAL DO RIO NEGRO,,
789000,COMANDO DO 8.DISTRITO NAVAL,,
789311,DEL.DA CAPITANIA DOS PORTOS EM SAO SEBASTIAO,,
789321,DELEGACIA FLUVIAL DE PRESIDENTE EPITACIO,,
791000,COMANDO-EM-CHEFE DA ESQUADRA,,
791180,BASE AEREA NAVAL DE SAO PEDRO DA ALDEIA,,
791500,COMANDO DA FORCA DE SUBMARINOS,,
791580,BASE ALMIRANTE CASTRO E SILVA,,
791590,CENTRO DE INSTR.E ADESTR.ALM.ATILA M.ACHE,,
791600,COMANDO DA FORCA DE SUPERFICIE,,
791610,COMANDO DO PRIMEIRO ESQUADRAO DE ESCOLTAS,,
791620,COMANDO DO SEGUNDO ESQUADRAO DE ESCOLTA,,
791660,COMANDO DO PRIMEIRO ESQUADRAO DE APOIO,,
791901,CENTRO DE ADESTRAMENTO ALM.MARQUES DE LEAO,,
791904,CENTRO DE MANUTENCAO DE EMBARCACOES MIUDAS,,
795180,BASE DE FUZILEIROS NAVAIS DA I. DO GOVERNADOR,,
795380,BASE DE FUZILEIROS NAVAIS DA ILHA DAS FLORES,,
795400,BATALHAO DE OPERACOES ESPECIAIS DE FN,,
795500,BASE DE FUZILEIROS NAVAIS DO RIO MERITI,,
852000,DIRETORIA DE PORTOS E COSTAS,,
852100,CENTRO DE INSTRUCAO ALMIRANTE GRACA ARANHA,,
865720,HOSPITAL NAVAL MARCILIO DIAS,,
881331,DELEG. DA CAPIT. DOS PORTOS EM ANGRA DOS REIS,,
881332,DELEG. DA CAPITANIA DOS PORTOS EM ITACURUCA,,
881333,DELEGACIA DA CAPITANIA DOS PORTOS EM MACAE,,
882311,DELEG.CAPITANIA PORTOS EM ILHEUS,,
882330,CAPITANIA FLUVIAL DO SAO FRANCISCO,,
883810,CENTRO DE INTENDENCIA DA MARINHA EM NATAL,,
884311,CAPITANIA FLUVIAL DE SANTAREM,,
884312,CAPITANIA DOS PORTOS DO AMAPÁ,,
884810,CENTRO DE INTENDENCIA DA MARINHA EM BELEM,,
885800,ESTACAO NAVAL DO RIO GRANDE,,
885810,CENTRO DE INTENDENCIA DA MARINHA EM RIO GRAND,,
886810,CENTRO DE INTENDENCIA DA MARINHA EM LADARIO,,
887000,COMANDO DO 7.DN,,
888310,CAPITANIA FLUVIAL DA AMAZONIA OCIDENTAL,,
889311,DEL.DA CAPITANIA DOS PORTOS EM SAO SEBASTIAO,,
889321,DELEGACIA FLUVIAL DE PRESIDENTE EPITACIO,,
891590,CENTRO DE INSTR.E ADESTR.ALM.ATILA M.ACHE,,
