UG_COD,UG_DESC,UF,REGIÃO
167032,17 CIRCUNSCRICAO DE SERVICO MILITAR,,
167033,19 BATALHAO DE CACADORES,,
167034,4 COMPANHIA DE GUARDA,,
167036,COMANDO 6 REGIAO MILITAR,,
167038,6. DEPOSITO DE SUPRIMENTO,,
167040,PARQUE REGIONAL DE MANUTENCAO/6,,
167041,40 BATALHAO DE INFANTARIA,,
167044,23 BATALHAO DE CACADORES,,
167047,COMANDO 10 REGIAO MILITAR,,
167049,10. DEPOSITO DE SUPRIMENTO,,
167051,PARQUE REGIONAL DE MANUTENCAO/10,,
167052,1 REGIMENTO DE CAVALARIA DE GUARDA,,
167053,11 GRUPO DE ARTILHARIA ANTIAEREA,,
167055,16 BATALHAO LOGISTICO,,
167057,3 ESQUADRAO DE CAVALARIA MECANIZADO,,
167058,32 GRUPO DE ARTILHARIA DE CAMPANHA,,
167059,BATALHAO DE GUARDA PRESIDENCIAL,,
167062,CENTRO DE INTELIGENCIA DO EXERCITO,,
167065,COMANDO DA 11A. REGIAO MILITAR,,
167066,COMISSAO REGIONAL DE OBRAS/11,,
167067,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,,
167068,DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT,,
167069,COMANDO LOGISTICO,,
167070,DEPARTAMENTO-GERAL DO PESSOAL,,
167072,11. DEPOSITO DE SUPRIMENTO,,
167074,PARQUE REGIONAL DE MANUTENCAO/8,,
167076,DEPARTAMENTO DE CIENCIA E TECNOLOGIA,,
167078,COLEGIO MILITAR DE CAMPO GRANDE,,
167079,COLEGIO MILITAR DE SANTA MARIA,,
167083,ESTABELECIMENTO GEN GUSTAVO CORDEIRO FARIAS,,
167087,GABINETE DO COMANDANTE DO EXERCITO,,
167089,SECRETARIA DE ECONOMIA E FINANCAS,,
167090,SECRETARIA-GERAL DO EXERCITO,,
167091,CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,,
167093,38  BATALHAO DE INFANTARIA,,
167094,COMISSAO DO EXERCITO BRASILEIRO EM WASHINGTON,,
167095,58 BATALHAO DE INFANTARIA MOTORIZADO,,
167098,BASE ADMINISTRATIVA DA BDA DE OP.ESPECIAISS,,
167099,7 CIRCUNSCRICAO DE SERVICO MILITAR,,
167100,COMANDO DA 3A BDA DE INFANTARIA   MOTORIZADA,,
167101,23 COMPANHIA DE ENGENHARIA DE COMBATE,,
167102,41 BATALHAO DE INFANTARIA MOTORIZADO,,
167103,50 BATALHAO DE INFANTARIA DE SELVA,,
167104,27 CIRCUNSCRICAO DE SERVICO MILITAR,,
167105,24 BATALHAO DE INFANTARIA LEVE,,
167106,11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,,
167107,11 CIRCUNSCRICAO DE SERVICO MILITAR,,
167108,12 BATALHAO DE INFANTARIA,,
167109,4 COMPANHIA DE COMUNICACOES,,
167110,COLEGIO MILITAR DE JUIZ DE FORA,,
167111,COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,,
167113,4 BATALHAO DE ENGENHARIA DE COMBATE,,
167114,10 BATALHAO DE INFANTARIA,,
167115,12 CIRCUNSCRICAO DE SERVICO MILITAR,,
167116,17 BATALHAO LOGISTICO,,
167117,4 GRUPO DE ARTILHARIA DE CAMPANHA,,
167118,COMANDO DA 4ª REGIÃO MILITAR,,
167120,4. DEPOSITO DE SUPRIMENTO,,
167121,HOSPITAL GERAL DE JUIZ DE FORA,,
167122,55 BATALHAO DE INFANTARIA,,
167123,14 GRUPO DE ARTILHARIA DE CAMPANHA,,
167125,4 ESQUADRAO DE CAVALARIA MECANIZADO,,
167126,11.BATALHAO DE INFANTARIA DE MONTANHA,,
167127,4 GRUPO DE ARTILHARIA ANTIAEREA,,
167128,13 CIRCUNSCRICAO DE SERVICO MILITAR,,
167129,ESCOLA DE SARGENTOS DAS ARMAS,,
167130,36 BATALHAO DE INFANTARIA MOTORIZADO,,
167131,17 REGIMENTO DE CAVALARIA MECANIZADO,,
167132,9 BATALHAO DE ENGENHARIA DE COMBATE,,
167133,10 REGIMENTO DE CAVALARIA MECANIZADO,,
167134,CENTRO DE INSTRUÇÃO DE OPERAÇÓES ESPECIAIS,,
167136,18 BATALHAO LOGISTICO,,
167139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,,
167140,COMANDO DA 9A.REGIAO MILITAR,,
167141,COMISSAO DE OBRAS DO 3º GRUPTO DE ENGENHARIA,,
167142,9.BATALHAO DE SUPRIMENTO,,
167143,HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,,
167144,3A.COMPANHIA DE FRONTEIRA E FORTE COIMBRA,,
167145,17 BATALHAO DE FRONTEIRA,,
167146,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,,
167147,47 BATALHAO DE INFANTARIA,,
167148,BASE DE ADMINISTRAÇÃO E APOIO/CMP,,
167149,COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,,
167150,4 COMPANHIA ENGENHARIA CMB MEC,,
167151,9 GRUPO DE ARTILHARIA DE CAMPANHA,,
167152,11 REGIMENTO DE CAVALARIA MECANIZADO,,
167153,2 COMPANHIA DE FRONTEIRA,,
167155,2  BATALHAO DE FRONTEIRA,,
167156,44 BATALHAO DE INFANTARIA MOTORIZADO,,
167157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167158,COMANDO 13  BDA DE INFANTARIA MOTORIZADA,,
167159,18 GRUPO DE ARTILHARIA DE CAMPANHA,,
167160,51 BATALHAO DE INFANTARIA DE SELVA,,
167161,2 BATALHAO DE INFANTARIA DE SELVA,,
167162,28 CIRCUNSCRICAO DE SERVICO MILITAR,,
167163,COMANDO DA 8A REGIAO MILITAR,,
167165,8. DEPOSITO DE SUPRIMENTO,,
167166,HOSPITAL GERAL DE BELEM,,
167167,53 BATALHAO DE INFANTARIA DE SELVA,,
167168,HOSPITAL DA GUARNICAO DE MARABA,,
167169,52 BATALHAO DE INFANTARIA DE SELVA,,
167170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,,
167171,8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167172,16 REGIMENTO DE CAVALARIA MECANIZADO,,
167173,31 BATALHAO DE INFANTARIA MOTORIZADO,,
167174,15 BATALHAO DE INFANTARIA MOTORIZADO,,
167175,23 CIRCUNSCRICAO DE SERVICO MILITAR,,
167177,71 BATALHAO DE INFANTARIA MOTORIZADO,,
167178,14 BATALHAO DE INFANTARIA MOTORIZADO,,
167180,4 BATALHAO DE POLICIA DO EXERCITO,,
167181,7 GRUPO DE ARTILHARIA DE CAMPANHA,,
167183,72 BATALHAO DE INFANTARIA MOTORIZADO,,
167184,10 ESQUADRAO DE CAVALARIA MECANIZADO,,
167185,14 BATALHAO LOGISTICO,,
167187,21 CIRCUNSCRICAO DE SERVICO MILITAR,,
167188,4 BATALHAO DE COMUNICACOES DO EXERCITO,,
167189,7  INSPETORIA DE CONTABILIDADE E FINANCAS,,
167193,COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA,,
167194,COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,,
167198,7.DEPOSITO DE SUPRIMENTO,,
167200,PARQUE REGIONAL DE MANUTENCAO/7,,
167201,COMISSAO REGIONAL DE OBRAS/7,,
167202,3 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167203,2 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167204,25 BATALHAO DE CACADORES,,
167205,26 CIRCUNSCRICAO DE SERVICO MILITAR,,
167206,30 BATALHAO DE INFANTARIA MOTORIZADO,,
167208,33 BATALHAO DE INFANTARIA MOTORIZADO,,
167209,COMANDO 15 BRIGADA DE INFANTARIA MOTORIZADA,,
167211,20 BATALHAO DE INFANTARIA BLINDADO,,
167212,27 BATALHAO LOGISTICO,,
167213,5 BATALHAO LOGISTICO,,
167214,5 COMPANHIA DE COMUNICACOES BLINDADA,,
167216,5 ESQUADRAO DE CAVALARIA MECANIZADA,,
167219,COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,,
167220,COMISSAO REGIONAL DE OBRAS/5,,
167222,5. BATALHAO DE SUPRIMENTO,,
167224,PARQUE REGIONAL DE MANUTENCAO/5,,
167226,34 BATALHAO DE INFANTARIA MOTORIZADO,,
167227,15ª COMPANHIA DE INFANTARIA MOTORIZADA,,
167228,26 GRUPO DE ARTILHARIA DE CAMPANHA,,
167229,15 GRUPO DE ART.DE CAMP.AUTOPROPULSADO-15 GAC,,
167230,15 COMPANHIA DE ENGENHARIA DE COMBATE,,
167232,13 BATALHAO DE INFANTARIA BLINDADO,,
167234,5 REGIMENTO DE CARROS DE COMBATE,,
167236,56 BATALHAO DE INFANTARIA,,
167237,CENTRO DE AVALIAÇÃO DO EXERCITO,,
167238,BASE DE APOIO LOGÍSTICO DO EXÉRCITO,,
167239,CENTRO DE RECUPERACAO DE ITATIAIA,,
167240,9ª BATERIA  DE ARTILHARIA ANTIAEREA,,
167241,ODONTOCLINICA CENTRAL DO EXÉRCITO,,
167244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1 DE,,
167245,POLICLINICA MILITAR DE NITEROI,,
167246,DEPOSITO CENTRAL DE MUNICAO,,
167247,32 BATALHAO DE INFANTARIA MOTORIZADO,,
167249,ACADEMIA MILITAR DAS AGULHAS NEGRAS,,
167250,1 BATALHAO DE COMUNICACOES DIVISIONARIO,,
167252,BATALHAO ESCOLA DE ENGENHARIA,,
167253,1 BATALHAO DE GUARDA,,
167259,1 GRUPO DE ARTILHARIA ANTIAEREA,,
167261,1 INSPETORIA DE CONTABILIDADE E FINANCAS,,
167262,1 REGIMENTO DE CARROS DE COMBATE,,
167263,11 GRUPO DE ARTILHARIA DE CAMPANHA,,
167264,111 COMPANHIA DE APOIO DE MATERIAL BELICO,,
167268,2 CIRCUNSCRICAO DE SERVICO MILITAR,,
167270,2º REGIMENTO DE CAVALARIA DE GUARDAS,,
167272,21 GRUPO DE ARTILHARIA CAMPANHA,,
167278,5 DIVISAO DE LEVANTAMENTO,,
167283,PREFEITURA MILITAR DA ZONA SUL,,
167285,ARSENAL DE GUERRA DO RIO,,
167287,BIBLIOTECA DO EXERCITO,,
167288,CAMPO DE INSTRUCAO DE GERICINO,,
167289,CENTRO DE EST.DE PES.R FORTE DUQUE DE CAXIAS,,
167291,CENTRO TECNOLOGICO DO EXERCITO,,
167293,CMDO DA 1 BRIG.DE ARTILHARIA ANTI-AEREA,,
167295,CMDO GRUPAMENTO UNID.ESCOLA/9ª BDA INF MTZ,,
167297,COMANDO DA 1   DIVISAO DE  EXERCITO,,
167298,COMANDO DA 1 REGIAO MILITAR,,
167299,COMANDO DO COMANDO MILITAR DO LESTE,,
167301,COMISSAO REGIONAL DE OBRAS/1,,
167303,BASE DE ADMINISTRAÇÃO E APOIO DA 1 RM,,
167304,DEPOSITO CENTRAL DE ARMAMENTO,,
167311,ESCOLA DE APERFEICOAMENTO DE OFICIAIS,,
167313,ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO,,
167315,CENTRO DE CAP.FISIC DO EXERC.E FORT.SAO JOAO,,
167317,ESCOLA DE INSTRUCAO ESPECIALIZADA,,
167318,ESCOLA DE SARGENTOS DE LOGISTICA,,
167319,ESCOLA DE SAUDE DO EXERCITO,,
167321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,,
167322,HOSPITAL CENTRAL DO EXERCITO,,
167324,INSTITUTO DE BIOLOGIA DO EXERCITO,,
167327,INSTITUTO MILITAR DE ENGENHARIA,,
167328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,,
167329,PARQUE REGIONAL DE MANUTENÇAO 1A REG. MILITAR,,
167332,POLICLINICA MILITAR DA PRAIA VERMELHA,,
167338,1 ESQUADRAO DE CAVALARIA LEVE,,
167339,1 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167340,16 BATALHAO DE INFANTARIA MOTORIZADO,,
167341,17 GRUPO DE ARTILHARIA DE CAMPANHA,,
167342,24 CIRCUNSCRICAO DE SERVICO MILITAR,,
167343,7 BATALHAO DE ENGENHARIA DE COMBATE,,
167344,COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,,
167345,HOSPITAL DE GUARNICAO DE NATAL,,
167347,31 CIRCUNSCRICAO DE SERVICO MILITAR,,
167349,COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,,
167350,17A BASE LOGISTICA,,
167354,10 BATALHAO LOGISTICO,,
167355,10 CIRCUNSCRICAO DE SERVICO MILITAR,,
167356,12º BATALHAO DE ENGENHARIA DE COMB.BLINDADO,,
167357,12 COMPANHIA DE COMUNICACOES  MECANIZADA,,
167358,6 REGIMENTO DE CAVALARIA BLINDADO,,
167359,HOSPITAL DA GUARNICAO DE ALEGRETE,,
167360,6 BATALHAO DE COMUNICACAO DIVISIONARIO,,
167361,25 GRUPO DE ARTILHARIA DE CAMPANHA,,
167362,3 BATALHAO LOGISTICO,,
167363,3 REGIMENTO DE CAVALARIA MECANIZADO,,
167364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA,,
167365,HOSPITAL DE GUARNICAO DE BAGE,,
167366,13 GRUPO DE ARTILHARIA DE CAMPANHA,,
167367,3 BATALHAO DE ENGENHARIA DE COMBATE,,
167368,3 BATALHAO DE SUPRIMENTO,,
167369,3 GRUPO DE ARTILHARIA ANTIAEREA,,
167371,29 GRUPO DE ARTILHARIA DE C.AUTO PROPULSADO,,
167372,COMANDO DE ARTILHARIA DIVISIONARIA/3,,
167374,ARSENAL DE GUERRA GENERAL CAMARA,,
167375,27 GRUPO DE ARTILHARIA DE CAMPANHA,,
167376,1 REGIMENTO DE CAVALARIA MECANIZADO,,
167377,8 ESQUADRAO DE CAVALARIA MECANIZADO,,
167378,16. ESQUADRAO DE CAVALARIA MECANIZADA,,
167379,9 BATALHAO DE INFANTARIA MOTORIZADO,,
167380,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA,,
167382,1 DIVISAO DE LEVANTAMENTO,,
167383,12 REGIMENTO DE CAVALARIA MECANIZADO,,
167384,18 BATALHAO DE INFANTARIA MOTORIZADO,,
167385,3 BATALHAO DE COMUNICACOES DO EXERCITO,,
167386,3 BATALHAO DE POLICIA DO EXERCITO,,
167388,3 REGIMENTO DE CAVALARIA DE GUARDA,,
167389,8 BATALHAO LOGISTICO,,
167392,CMDO DA 3 REGIAO MILITAR,,
167395,COMANDO DO COMANDO MILITAR DO SUL,,
167396,COMISSAO REGIONAL DE OBRAS/3,,
167401,5 REGIMENTO DE CAVALARIA MECANIZADO,,
167402,6 BATALHAO DE ENGENHARIA DE COMBATE,,
167403,6 GRUPO DE ARTILHARIA DE CAMPANHA,,
167404,4 REGIMENTO DE CARRROS DE COMBATE,,
167406,13 COMPANHIA DEPOSITO ARMAMENTO E MUNICAO,,
167410,4 BATALHAO LOGISTICO,,
167411,7 BATALHAO DE INFANTARIA BLINDADO,,
167413,CMDO 3 DIVISAO DE EXERCITO,,
167414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA,,
167415,DEPOSITO DE SUBSISTENCIA SANTA MARIA,,
167416,HOSPITAL DE GUARNICAO DE SANTA MARIA,,
167417,PARQUE REGIONAL DE MANUTENCAO/3,,
167418,19 REGIMENTO DE CAVALARIA MECANIZADO,,
167420,19 GRUPO DE ARTILHARIA DE CAMPANHA,,
167421,9 BATALHAO LOGISTICO,,
167422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,,
167423,HOSPITAL DE GUARNICAO DE SANTIAGO,,
167428,2 REGIMENTO DE CAVALARIA MECANIZADO,,
167429,13 COMPANHIA DE COMUNICACOES MECANIZADA,,
167430,9 REGIMENTO DE CAVALARIA BLINDADO,,
167431,4 REGIMENTO DE CAVALARIA BLINDADO,,
167432,16 GRUPO DE ARTILHARIA DE CAMP.AUTOPROPULSADO,,
167433,19 BATALHAO DE INFANTARIA MOTORIZADO,,
167434,2 BATERIA DE ARTILHARIA ANTIAEREA,,
167435,7 REGIMENTO DE CAVALARIA MECANIZADO,,
167436,22 GRUPO DE ARTILHARIA DE CAMP AUTOPROPULSADO,,
167437,8 REGIMENTO DE CAVALARIA MECANIZADO,,
167438,COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA,,
167440,23 BATALHAO DE INFANTARIA,,
167441,28 GRUPO DE ARTILHARIA DE CAMPANHA,,
167443,63 BATALHAO DE INFANTARIA,,
167444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,,
167446,62 BATALHAO DE INFANTARIA,,
167447,10 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167448,5º BATALHAO DE ENGENHARIA DE COMBATE BLINDADO,,
167450,14 REGIMENTO DE CAVALARIA MECANIZADO,,
167453,19 CIRCUNSCRICAO DE SERVICO MILITAR,,
167454,28 BATALHAO DE CACADORES,,
167455,20 GRUPO DE ARTILHARIA DE CAMPANHA,,
167456,22 BATALHAO LOGISTICO LEVE,,
167457,BASE DE ADMINISTRACAO E APOIO DO IBIRAPUERA,,
167460,6 CIRCUNSCRICAO DE SERVICO MILITAR,,
167462,COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL),,
167466,COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),,
167469,2º GRUPO DE ARTILHARIA DE CAMPANHA LEVE,,
167470,12 GRUPO DE ARTILHARIA DE CAMPANHA,,
167471,37º BATALHAO DE INFANTARIA LEVE,,
167472,5 BATALHAO DE INFANTARIA LEVE - 5 B I L,,
167473,2 GRUPO DE ARTILHARIA ANTIAEREA,,
167474,4 BATALHAO  DE INFANTARIA LEVE,,
167476,22.DEPOSITO DE SUPRIMENTO,,
167477,2 BATALHAO DE ENGENHARIA DE COMBATE,,
167478,13º REGIMENTO DE CAVALARIA MECANIZADO,,
167479,6 GRUPO DE LANCADORES MULTIPLOS DE FOG/CIF,,
167480,5 CIRCUNSCRICAO DE SERVICO MILITAR,,
167482,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,,
167484,2 BATALHAO DE POLICIA DO EXERCITO,,
167485,4 CIRCUNSCRICAO DE SERVICO MILITAR,,
167488,COMANDO DA 2  REGIAO MILITAR,,
167491,COMISSAO REGIONAL DE OBRAS/2,,
167494,21.DEPOSITO DE SUPRIMENTO,,
167498,2º BATALHAO DE INFANTARIA LEVE,,
167499,14 CIRCUNSCRICAO DE SERVICO MILITAR,,
167501,MUSEU HISTORICO DO EXERCITO FORTE COPACABANA,,
167512,20 REGIMENTO DE CAVALARIA BLINDADO,,
167513,PARQUE REGIONAL DE MANUTENCAO DA 9 REG.MILITA,,
167514,COUDELARIA DE RINCAO,,
167515,COMANDO DA 2A BRIGADA DE INFANTARIA DE SELVA,,
167517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,,
167518,BASE DE AVIACAO DE TAUBATE,,
167520,23 BATALHAO LOGISTICO DE SELVA,,
167521,2A COMPANHIA DE INFANTARIA,,
167522,28 BATALHAO LOGISITICO,,
167523,CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH,,
167524,15 BATALHAO LOGISTICO,,
167525,ESCOLA DE FORMACAO COMPLEMENTAR DO EXERCITO,,
167526,3 COMPANHIA DE ENGENHARIA DE COMB. MECANIZADO,,
167528,BASE ADMINISTRATIVA DO C COM G E EX,,
167530,COMANDO DO COMANDO MILITAR DO OESTE,,
167531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,,
167536,61. BATALHAO DE INFANTARIA DE SELVA,,
167537,COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,,
167545,HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,,
167547,22 BATALHAO DE INFANTARIA,,
168003,INDUSTRIA DE MATERIAL BELICO DO BRASIL - SEDE,,
168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,,
168005,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI,,
168006,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF,,
168007,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE,,
168008,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE,,
170007,COORD.-GERAL DE DESENVOL.INSTITUCIONAL-CODIN/,,
170008,PROCURADORIA GERAL DA FAZENDA NACIONAL,,
170009,ESCOLA DE ADMINISTRACAO FAZENDARIA,,
170010,SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB,,
170018,SUPERITENDENCIA REGIONAL DA RFB NA 1A RF,,
170022,ALFANDEGA DA RFB PORTO DE BELEM,,
170028,DELEGACIA DA RFB EM SAO LUIS,,
170030,DELEGACIA DA RFB EM IMPERATRIZ,,
170035,DELEGACIA DA RFB EM TERESINA,,
170040,SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF,,
170042,DELEGACIA DA RFB EM JUAZEIRO DO NORTE,,
170047,DELEGACIA DA RFB EM NATAL,,
170052,DELEGACIA DA RFB EM JOAO PESSOA,,
170058,SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF,,
170060,DELEGACIA DA RFB EM CARUARU,,
170066,DELEGACIA DA RFB EM MACEIO,,
170072,DELEGACIA DA RFB EM ARACAJU,,
170078,SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF,,
170080,DELEGACIA DA RFB EM FEIRA DE SANTANA,,
170081,DELEGACIA DA RFB EM VITORIA DA CONQUISTA,,
170088,SUPERINTENDENCIA REGIONAL DA RFB NA 6A RF,,
170089,DELEGACIA DA RFB EM BELO HORIZONTE,,
170091,DELEGACIA DA RFB EM GOVERNADOR VALADARES,,
170092,DELEGACIA DA RFB EM JUIZ DE FORA,,
170093,DELEGACIA DA RFB EM UBERABA,,
170094,DELEGACIA DA RFB EM VARGINHA,,
170095,DELEGACIA DA RFB EM DIVINOPOLIS,,
170096,DELEGACIA DA RFB EM MONTES CLAROS,,
170097,DELEGACIA DA RFB EM UBERLANDIA,,
170102,ALFANDEGA DA RFB PORTO DE VITORIA,,
170103,DELEGACIA DA RFB EM VITORIA,,
170109,DELEGACIA DA RFB EM CAMPO GRANDE,,
170110,INSPETORIA DA RFB EM CORUMBA,,
170111,INSPETORIA DA RFB EM PONTA PORA,,
170116,SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF,,
170119,DELEGACIA DA RFB EM VOLTA REDONDA,,
170120,DELEGACIA DA RFB EM CAMPOS GOYTACAZES,,
170121,DELEGACIA DA RFB EM NITEROI,,
170122,DELEGACIA DA RFB EM NOVA IGUACU,,
170125,ALFANDEGA DA RFB AEROP.INTERNAC. RIO JANEIRO,,
170133,SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF,,
170134,DELEGACIA DA RFB EM ARACATUBA,,
170135,DELEGACIA DA RFB EM BAURU,,
170136,DELEGACIA DA RFB EM CAMPINAS,,
170137,DELEGACIA DA RFB EM PRESIDENTE PRUDENTE,,
170138,DELEGACIA DA RFB EM RIBEIRAO PRETO,,
170139,DELEGACIA DA RFB EM S.JOSE DO RIO PRETO,,
170141,DELEGACIA DA RFB EM SANTOS,,
170142,DELEGACIA DA RFB EM SOROCABA,,
170143,DELEGACIA DA RFB EM TAUBATE,,
170144,DELEGACIA DA RFB EM GUARULHOS,,
170145,DELEGACIA DA RFB EM LIMEIRA,,
170147,DELEGACIA DA RFB EM SANTO ANDRE,,
170150,ALFANDEGA DA RFB AEROP.INTERNAC.DE GUARULHOS,,
170156,SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF,,
170157,DELEGACIA DA RFB EM CASCAVEL,,
170159,DELEGACIA DA RFB EM LONDRINA,,
170160,DELEGACIA DA RFB EM PONTA GROSSA,,
170161,DELEGACIA DA RFB EM MARINGA,,
170162,DELEGACIA DA RFB EM FOZ DO IGUACU,,
170168,ALFANDEGA DA RFB PORTO DE SANTOS,,
170170,DELEGACIA DA RFB EM JOACABA,,
170171,DELEGACIA DA RFB EM JOINVILLE,,
170172,ALFANDEGA DA RFB PORTO DE ITAJAI,,
170177,SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF,,
170178,DELEGACIA DA RFB EM CAXIAS DO SUL,,
170179,DELEGACIA DA RFB EM PASSO FUNDO,,
170180,DELEGACIA DA RFB EM PELOTAS,,
170182,ALFANDEGA DA RFB PORTO DE RIO GRANDE,,
170183,DELEGACIA DA RFB EM SANTA MARIA,,
170184,DELEGACIA DA RFB EM NOVO HAMBURGO,,
170185,DELEGACIA DA RFB EM SANTO ANGELO,,
170186,DELEGACIA DA RFB EM URUGUAIANA,,
170187,INSPETORIA DA RFB EM SANTANA DO LIVRAMENTO,,
170192,DELEGACIA DA RFB EM CUIABA,,
170217,SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,,
170218,DELEGACIA DA RFB EM BELEM,,
170219,DELEGACIA DA RFB EM SANTAREM,,
170227,INSPETORIA DA RFB EM BELO HORIZONTE,,
170247,INSPETORIA DA RFB EM MUNDO NOVO,,
170248,DELEGACIA DA RFB EM CONTAGEM,,
170250,SECRETARIA DE POLITICA ECONOMICA,,
170259,INSPETORIA DA RFB EM SÃO PAULO,,
170261,DELEGACIA DA RFB EM S.BERNARDO DO CAMPO,,
170262,DELEGACIA DA RFB EM S.JOSE DOS CAMPOS,,
170263,DELEGACIA DA RFB EM SANTA CRUZ DO SUL,,
170270,INSPETORIA DA RFB EM CHUI,,
170287,DELEGACIA DA RFB EM MARILIA,,
170290,DELEGACIA DA RFB JULGAMENTO EM CAMPO GRANDE,,
170291,DELEGACIA DA RFB JULGAMENTO EM BELEM,,
170301,DELEGACIA DA RFB JULGAMENTO EM CAMPINAS,,
170307,DELEGACIA DA RFB JULGAMENTO EM RIBERAO PRETO,,
170314,DELEGACIA DA RFB EM BLUMENAU,,
170315,DELEGACIA DA RFB EM LAGES,,
170317,ALFANDEGA DA RFB PORTO DE ITAGUAI,,
170318,DELEGACIA DA RFB EM JUNDIAI,,
170321,DELEGACIA DA RFB EM PIRACICABA,,
170322,DELEGACIA DA RFB EM ARARAQUARA,,
170323,DELEGACIA DA RFB EM FRANCA,,
170324,DELEGACIA DA RFB EM CORONEL FABRICIANO,,
170325,DELEGACIA DA RFB EM POCOS DE CALDAS,,
170327,DELEGACIA DA RFB EM ITABUNA,,
170328,DELEGACIA DA RFB EM SETE LAGOAS,,
170330,DELEGACIA DA RFB EM SOBRAL,,
170333,ALFANDEGA DA RFB AEROP.INTERNAC.EDUARDO GOMES,,
170334,DELEGACIA DA RFB EM MARABA,,
170335,DELEGACIA DA RFB EM MOSSORO,,
170337,DELEGACIA DA RFB EM FLORIANO,,
170338,DELEGACIA DA RFB EM CAMPINA GRANDE,,
170385,DELEGACIA DA RFB DE FISCALIZAÇÃO EM SÃO PAULO,,
170386,DELEGACIA DA RFB EM MACAE,,
170387,ALFANDEGA DA RFB AEROP.INTERNAC.PINTO MARTINS,,
170388,DELEGACIA DA RFB EM DOURADOS,,
170389,ALFANDEGA DA RFB PORTO DE SÃO FRANC.DO SUL,,
170479,CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS,,
170485,DEPARTAMENTO DE SAÚDE E ASSIST. DE PESSOAL,,
170494,DELEG. ESPECIAL RFB DE MAIORES CONTRIBUINTES,,
170495,FCDF - CBMDF - ASSISTENCIA MEDICA,,
170532,ALFANDEGA DA RFB NO PORTO DE PECEM,,
170551,DELEGACIA DA RFB EM BARUERI,,
173030,COMISSAO DE VALORES MOBILIARIOS,,
173057,BANCO CENTRAL DO BRASIL,,
175004,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,,
180002,DEPARTAMENTO DE GESTÃO INTERNA,,
180006,CEF/MINISTERIO DO ESPORTE,,
183023,INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG,,
183025,SUPERINTENDENCIA DO INMETRO NO ESTADO DE GOIA,,
