UG_COD,UG_COD_DESC,UF,REGIÃO
130032,130032 - LABORATORIO NACIONAL AGROPECUARIO EM GOIAS,,
130056,"130056 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MG",,
130057,130057 - DISTRITO DE METEOROLOGIA DE B.HORIZONTE,,
130058,130058 - LABORATORIO NACIONAL AGROPECUARIO/MG,,
130060,"130060 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/ES",,
130062,"130062 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MS",,
130063,"130063 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RJ",,
130064,130064 - DISTRITO DE METEOROLOGIA DO R.DE JANEIRO,,
130067,"130067 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SP",,
130068,130068 - DISTRITO DE METEOROLOGIA DE SAO PAULO,,
130069,"130069 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MA",,
130070,"130070 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PR",,
130072,"130072 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/SC",,
130074,"130074 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RS",,
130075,130075 - DISTRITO DE METEOROLOGIA DE PORTO ALEGRE,,
130077,"130077 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MT",,
130078,130078 - DISTRITO DE METEOROLOGIA DE CUIABA,,
130080,"130080 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/GO",,
130081,130081 - DISTRITO DE METEOROLOGIA DE GOIANIA,,
130083,"130083 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RO",,
130088,"130088 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AC",,
130090,"130090 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AM",,
130091,130091 - DISTRITO DE METEOROLOGIA DE MANAUS,,
130093,"130093 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RR",,
130094,"130094 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PA",,
130095,130095 - DISTRITO DE METEOROLOGIA DE BELEM,,
130100,"130100 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AP",,
130101,130101 - COORDENACAO-GERAL DE ORCAMENT.E FINANCAS/MAPA,,
130102,130102 - LABORATORIO NACIONAL AGROPECUARIO/SP,,
130103,130103 - LABORATORIO NACIONAL AGROPECUARIO/RS,,
130122,130122 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA-AD,,
130125,130125 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/ES,,
130126,130126 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,,
130127,130127 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/AM,,
130128,130128 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/RO,,
130129,130129 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/MT,,
130132,130132 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA,,
130133,130133 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA,,
130134,130134 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,,
130135,130135 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,,
130136,130136 - COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA,,
130137,130137 - SECRETARIA DE PROD.E AGROENERGIA/MAPA/FUNCAFE,,
130140,130140 - COORD.-GERAL DE LOGIST. E SERV.GERAIS/FUNCAFE,,
130160,130160 - SUPERINT.FED.DE AGRIC.PEC.E ABAST/FUNCAFE/MG,,
130163,"130163 - SUPERINT.FED. DE AGRIC., PEC.E ABAST./FUNCAFE",,
130167,130167 - SUPERINT.FED.DE AGRIC.PEC.E ABAST/FUNCAFE/SP,,
130170,130170 - SUPERINT.FED.DE AGRIC.PEC.E ABAST/FUNCAFE/PR,,
133003,133003 - SUPERINT. NAC.REGULARIZ. FUND. AMAZONIA LEGAL,,
133005,133005 - UNIDADE AVANCADA DE COLIDER,,
133007,133007 - UNIDADE AVANCADA CONJUNTO PEIXOTO DE AZEVEDO,,
133080,133080 - SUPERINTENDENCIA REG.DO SUL DO PARA-SR/27-E,,
133081,133081 - UNIDADE AVANCADA DE TUCURUI,,
133082,133082 - UNIDADE AVANCADA DE SAO GERALDO DO ARAGUAIA,,
133083,133083 - UNIDADE AVANCADA DE CONCEICAO DO ARAGUAIA,,
133084,133084 - PROJETO FUNDIARIO ARAGUAINA,,
133085,133085 - PROJETO FUNDIARIO IMPERATRIZ,,
133086,133086 - PROJETO FUNDIARIO ACAILANDIA,,
133087,133087 - CREDITO INSTALACAO - INCRA/MDA,,
133088,133088 - SUPERINT. REG. DO DISTRITO FEDERAL E ENTORNO,,
135000,135000 - UA/RUSSAS,,
135001,135001 - EMBRAPA/CPAF-RONDONIA,,
135002,135002 - EMBRAPA/CPAF-ACRE,,
135003,135003 - MINISTERIO DO DESENVOLVIMENTO AGRARIO - CEF,,
135004,135004 - EMBRAPA/AGROENERGIA,,
135005,135005 - EMBRAPA/CPAF-RORAIMA,,
135006,135006 - EMBRAPA/CPATU,,
135007,135007 - EMBRAPA/CNPASA,,
135008,135008 - EMBRAPA/CPAF-AMAPA,,
135009,135009 - EMBRAPA/CPAMN,,
135010,135010 - EMBRAPA/CNPC,,
135011,135011 - EMBRAPA/CNPA,,
135012,135012 - EMBRAPA/CPATSA,,
135013,135013 - EMBRAPA/CPATC,,
135014,135014 - EMBRAPA/CNPMF,,
135015,135015 - EMBRAPA/CNPGL,,
135016,135016 - EMBRAPA/CNPMS,,
135017,135017 - EMBRAPA/CNPGC,,
135018,135018 - EMBRAPA/CPAP,,
135019,135019 - EMBRAPA/CPAO,,
135020,135020 - EMBRAPA/CTAA,,
135021,135021 - EMBRAPA/CNPS,,
135022,135022 - EMBRAPA/CPAMT,,
135023,135023 - EMBRAPA/CNPAB,,
135024,135024 - EMBRAPA/CPPSE,,
135025,135025 - EMBRAPA/CNPMA,,
135026,135026 - EMBRAPA/CNPDIA,,
135027,135027 - EMBRAPA/CNPTIA,,
135028,135028 - EMBRAPA/CNPF,,
135029,135029 - EMBRAPA/CNPSO,,
135030,135030 - EMBRAPA/CNPSA,,
135031,135031 - EMBRAPA/CPACT,,
135032,135032 - EMBRAPA/CNPT,,
135033,135033 - EMBRAPA/CNPUV,,
135035,135035 - EMBRAPA/CPPSUL,,
135036,135036 - EMBRAPA/CNPAF,,
135037,135037 - EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,,
135038,135038 - EMBRAPA/CENARGEN,,
135039,135039 - EMBRAPA/CPAC,,
135040,135040 - EMBRAPA/CNPH,,
135041,135041 - EMBRAPA/SPM,,
135042,135042 - EMBRAPA/UEP/RECIFE,,
135043,135043 - MO/MATO GROSSO,,
135045,135045 - CONAB SEDE SUREG AMAZONAS,,
135046,135046 - EMBRAPA/DAF-CAF,,
135048,135048 - EMBRAPA/CNPAT,,
135049,135049 - EMBRAPA/CPAA,,
135050,135050 - EMBRAPA/CNPM,,
135062,135062 - EMBRAPA/UEP/MT,,
135064,135064 - EMBRAPA/SPM ESCRITORIO CAPAO DO LEAO,,
135065,135065 - EMBRAPA/SPM-ESCRITORIO PASSO FUNDO,,
135066,135066 - EMBRAPA/SPM- ESCRITORIO DE CANOINHAS,,
135067,135067 - EMBRAPA/SPM- ESCRITORIO PONTA GROSSA,,
135068,135068 - EMBRAPA/SPM- ESCRITORIO DE LONDRINA,,
135069,135069 - EMBRAPA/SPM-ESCRITORIO DE CAMPINAS,,
135070,135070 - EMBRAPA/SPM- ESCRITORIO DE DOURADOS,,
135071,135071 - EMBRAPA/SPM - ESCRITORIO DE GOIANIA,,
135072,135072 - EMBRAPA/SPM - ESCRITORIO DE BRASILIA,,
135073,135073 - EMBRAPA/SPM - ESCRITORIO DE SETE LAGOAS,,
135074,135074 - EMBRAPA/SPM - ESCRITORIO DE RONDONOPOLIS,,
135077,135077 - EMBRAPA/SPM - ESCRITORIO DE PETROLINA,,
135078,135078 - EMBRAPA/SPM- ESCRITORIO DE IMPERATRIZ,,
135081,135081 - EMBRAPA/SCT,,
135082,135082 - EMBRAPA/CPACP,,
135084,135084 - EMBRAPA/QUARENTENA VEGETAL,,
135087,135087 - EMBRAPA/SPM - ESCRITORIO DE CAMPINA GRANDE,,
135091,135091 - EMBRAPA/GESTAO TERRITORIAL,,
135093,135093 - EMBRAPA-SPM-ESCRITORIO DA AMAZONIA,,
135096,135096 - EMBRAPA/SPM-ESCRITORIO DO TRIANGULO MINEIRO,,
135097,135097 - EMBRAPA CAFE,,
135098,135098 - CAIXA ECONOMICA FEDERAL/MA,,
135100,135100 - COMPANHIA NACIONAL DE ABASTECIMENTO,,
135101,135101 - CONAB SEDE SUREG BAHIA,,
135103,135103 - UA/ITABERABA,,
135110,135110 - UNID.ESTOQUE ESTRATEGICO/SE,,
135111,135111 - NUCLEO ESTOQUE REGULADOR/SE - PGPM,,
135112,135112 - NUCLEO ESTOQUE REGULADOR/BA - PGPM,,
135113,135113 - UNID.ESTOQUE ESTRATEGICO/BA,,
135114,135114 - UNID.CENT.IRECE,,
135115,135115 - CONAB SEDE SUREG CEARA,,
135116,135116 - UNIDADE ESTOQUE ESTRATEGICO/CE,,
135117,135117 - NUCLEO ESTOQUE REGULADOR/CE - PGPM,,
135118,135118 - UA/MARACANAU,,
135119,135119 - UA/NATAL,,
135130,135130 - UA/JUAZEIRO DO NORTE,,
135131,135131 - UA/SOBRAL,,
135133,135133 - UA/IGUATU,,
135136,135136 - COMPANHIA NAC. DE ABASTECIMENTO - UA/CACOAL,,
135138,135138 - UA/MOSSORO,,
135139,135139 - UNID.ESTOQUE ESTRATEGICO/RN,,
135140,135140 - NUCLEO ESTOQUE REGULADOR/RN - PGPM,,
135141,135141 - CONAB SEDE SUREG GOIAS,,
135142,135142 - UNIDADE ESTOQUE ESTRATEGICO/GO,,
135143,135143 - NUCLEO ESTOQUE REGULADOR/GO,,
135145,135145 - UA/PALMEIRAS DE GOIAS,,
135146,135146 - UA/PARAUNA,,
135147,135147 - UA/PONTALINA,,
135148,135148 - UA/RIO VERDE,,
135149,135149 - UA/S.L.MONTES BELO,,
135152,135152 - UA/SANTA HELENA,,
135153,135153 - UA/BRASILIA,,
135161,135161 - UNIDADE CENTRAL DE ITAPURANGA,,
135167,135167 - UNID.ESTOQUE ESTRATEGICO/DF,,
135168,135168 - NUCLEO ESTOQUE REGULADOR/DF - PGPM,,
135170,135170 - CONAB SEDE SUREG MARANHAO,,
135171,135171 - UNID.ESTOQUE ESTRATEGICO/MA,,
135172,135172 - NUCLEO ESTOQUE REGULADOR/MA - PGPM,,
135173,135173 - UNIDADE ARMAZENADORA DE ITAQUI,,
135174,135174 - UA/IMPERATRIZ,,
135178,135178 - UA/TERESINA,,
135179,135179 - UA/PICOS,,
135180,135180 - UNID.ESTOQUE ESTRATEGICO/PI,,
135181,135181 - NUCLEO ESTOQUE REGULADOR/PI - PGPM,,
135182,135182 - CONAB SEDE SUREG MINAS GERAIS,,
135183,135183 - UNID.ESTOQUE ESTRATEGICO/MG,,
135184,135184 - NUCLEO ESTOQUE REGULADOR/MG - PGPM,,
135185,135185 - UA/UBERABA,,
135186,135186 - UA/UBERLANDIA,,
135187,135187 - UA/PASSA QUATRO,,
135192,135192 - CONAB SEDE SUREG MATO GROSSO DO SUL,,
135193,135193 - NUCLEO ESTOQUE REGULADOR/MS - PGPM,,
135194,135194 - UA/CAMPO GRANDE,,
135195,135195 - UA/DOURADOS,,
135196,135196 - UA/CASSILANDIA,,
135197,135197 - UA/MARACAJU,,
135199,135199 - UA/RIO BRILHANTE,,
135200,135200 - UA/S.GABRIEL D´OESTE,,
135201,135201 - UA/SIDROLANDIA,,
135209,135209 - CONAB SEDE SUREG MATO GROSSO,,
135210,135210 - UNID.ESTOQUE ESTRATEGICO/MT,,
135211,135211 - NUCLEO ESTOQUE REGULADOR/MT - PGPM,,
135215,135215 - UA/DIAMANTINO,,
135216,135216 - UA/RONDONOPOLIS I,,
135217,135217 - UA/FLORIANO,,
135218,135218 - UA/SORRISO,,
135219,135219 - UA/PORTO VELHO,,
135220,135220 - UA/VILHENA,,
135224,135224 - UA/SINOP,,
135227,135227 - UNID.ESTOQUE ESTRATEGICO/RO,,
135228,135228 - NUCLEO ESTOQUE REGULADOR/RO - PGPM,,
135229,135229 - UA/RIO BRANCO,,
135240,135240 - UNID.ESTOQUE ESTRATEGICO/AC,,
135241,135241 - NUCLEO ESTOQUE REGULADOR/AC - PGPM,,
135242,135242 - CONAB SEDE SUREG PARA,,
135243,135243 - UNID.ESTOQUE ESTRATEGICO/PA,,
135244,135244 - NUCLEO ESTOQUE REGULADOR/PA,,
135245,135245 - UA/ANANINDEUA,,
135246,135246 - UA/MANAUS,,
135247,135247 - UNID.ESTOQUE ESTRATEGICO/AM,,
135248,135248 - NUCLEO ESTOQUE REGULADOR/AM - PGPM,,
135265,135265 - CONAB SEDE SUREG PARANA,,
135266,135266 - UNID.ESTOQUE ESTRATEGICO/PR,,
135267,135267 - NUCLEO ESTOQUE REGULADOR/PR - PGPM,,
135268,135268 - UA/CAMBE,,
135270,135270 - UA/PONTA GROSSA I,,
135271,135271 - UA/APUCARANA,,
135276,135276 - UA/HERVAL D´OESTE,,
135278,135278 - UNID.ESTOQUE ESTRATEGICO/SC,,
135279,135279 - NUCLEO ESTOQUE REGULADOR/SC - PGPM,,
135284,135284 - CONAB SEDE SUREG SANTA CATARINA,,
135285,135285 - CONAB SEDE SUREG PERNAMBUCO,,
135286,135286 - UNID.ESTOQUE ESTRATEGICO/PE,,
135287,135287 - NUCLEO ESTOQUE REGULADOR/PE - PGPM,,
135288,135288 - UA/JOAO PESSOA,,
135289,135289 - UA/CAMPINA GRANDE,,
135294,135294 - UA/MACEIO,,
135295,135295 - UNID.ESTOQUE ESTRATEGICO/AL,,
135296,135296 - NUCLEO ESTOQUE REGULADOR/AL - PGPM,,
135298,135298 - UA/ARCOVERDE,,
135300,135300 - UNID.ESTOQUE ESTRATEGICO/PB,,
135301,135301 - NUCLEO ESTOQUE REGULADOR/PB - PGPM,,
135304,135304 - UA/RECIFE,,
135305,135305 - CONAB SEDE SUREG RIO DE JANEIRO,,
135306,135306 - UNID.ESTOQUE ESTRATEGICO/RJ,,
135307,135307 - NUCLEO ESTOQUE REGULADOR/RJ - PGPM,,
135308,135308 - UA/LIRA TAVARES,,
135311,135311 - UNID.ESTOQUE ESTRATEGICO/ES,,
135312,135312 - NUCLEO ESTOQUE REGULADOR/ES - PGPM,,
135315,135315 - CONAB SEDE SUREG RIO GRANDE DO SUL,,
135316,135316 - UNID.ESTOQUE ESTRATEGICO/RS,,
135317,135317 - NUCLEO ESTOQUE REGULADOR/RS - PGPM,,
135318,135318 - UF/AUG.A.LEITAO,,
135319,135319 - AF/PORTO ALEGRE,,
135322,135322 - UA/PORTO ALEGRE,,
135325,135325 - CONAB - SEDE SUREG SAO PAULO,,
135326,135326 - UNID.ESTOQUE ESTRATEGICO/SP,,
135327,135327 - NUCLEO ESTOQUE REGULADOR/SP - PGPM,,
135329,135329 - UA/SENADOR POMPEU,,
135331,135331 - UA/BAURU,,
135337,135337 - CONAB SEDE SUREG TOCANTINS,,
135338,135338 - UNID.ESTOQUE ESTRATEGICO/TO,,
135339,135339 - NUCLEO ESTOQUE REGULADOR/TO - PGPM,,
135340,135340 - UA/ARAGUAINA,,
135345,135345 - CONAB SEDE/SUREG PI,,
135347,135347 - NUCLEO DO ESTOQUE ESTRATÉGICO - SEDE,,
135348,135348 - NUCLEO ESTOQUE REGULADOR - SEDE,,
135393,135393 - UA/SANTAREM,,
135396,135396 - UA/ROLANDIA,,
135397,135397 - UA/CHAPADAO DO SUL,,
135402,135402 - UNIDADE ESTOQUE ESTRATEGICO/MS,,
135410,135410 - UA PORTEIRAO,,
135416,135416 - UA ITABAIANA,,
135417,135417 - UA RIO FORMOSO,,
135425,135425 - MO/BAHIA,,
135426,135426 - MO/SERGIPE,,
135427,135427 - MO/GO,,
135428,135428 - MO/DISTRITO FEDERAL,,
135429,135429 - MO/MARANHAO,,
135431,135431 - MO/MG,,
135432,135432 - MO/MATO GROSSO DO SUL,,
135433,135433 - MO/RONDONIA,,
135434,135434 - MO/PARA,,
135435,135435 - MO/AMAZONAS,,
135436,135436 - MO/RORAIMA,,
135437,135437 - UNIDADE MERCADO OPCAO/PR,,
135438,135438 - MO/PERNAMBUCO,,
135439,135439 - MO/ALAGOAS,,
135440,135440 - MO/RIO DE JANEIRO,,
135441,135441 - MO/ESPIRITO SANTO,,
135442,135442 - MO/RIO GRANDE DO SUL,,
135443,135443 - MO/SAO PAULO,,
135444,135444 - MO/TOCANTINS,,
135445,135445 - MO/SANTA CATARINA,,
135446,135446 - UA/ALTA FLORESTA,,
135447,135447 - MO/CEARA,,
135448,135448 - MO/RIO GRANDE DO NORTE,,
135449,135449 - UA/GOIANIA,,
135457,135457 - CONAB SEDE SUREG RIO GRANDE DO NORTE,,
135458,135458 - CONAB SEDE SUREG ES,,
135460,135460 - UNIDADE ARMAZENADORA DE SAO LUIS,,
135461,135461 - CONAB SEDE SUREG RONDONIA,,
135462,135462 - UA/PARNAIBA,,
135463,135463 - UNID. MERC. OPCOES PIAUI,,
135464,135464 - MO/PARAIBA,,
135465,135465 - UNIDADE ARMAZENADORA COLATINA,,
135474,135474 - UA SAO SEBASTIAO DO PARAISO,,
135475,135475 - UA CONCEICAO DO RIO VERDE,,
135476,135476 - CONAB SEDE SUREG PARAIBA,,
135481,135481 - UNIDADE ARMAZENADORA CAMBURI,,
135482,135482 - UA/JUIZ DE FORA,,
135483,135483 - UNIDADE ARMAZENADORA VARGINHA,,
135486,135486 - UA/CARAPICUIBA,,
135487,135487 - UA/GARCA,,
135491,135491 - UA/PERDOES,,
135492,135492 - UA/CAMPOS ALTOS,,
135494,135494 - UA/MONTES CLAROS,,
135530,135530 - MO/ACRE,,
135531,135531 - UA/BERNARDINO DE CAMPOS,,
135532,135532 - UA/MARABA,,
135533,135533 - UNIDADE CONAB PAA RIO GRANDE DO NORTE,,
135534,135534 - UNIDADE ARMAZENADORA ASSU,,
135539,135539 - UNIDADE CONAB PAA MATO GROSSO,,
135540,135540 - UNIDADE CONAB PAA GOIAS,,
135541,135541 - UNIDADE CONAB PAA PIAUI,,
135544,135544 - ARMAZEM FRIGORIFICO CURITIBA,,
135545,135545 - UNIDADE CONAB PAA PARANA,,
135546,135546 - UNIDADE CONAB PAA PARA,,
135547,135547 - INIDADE CONAB PAA ACRE,,
135548,135548 - UNIDADE CONAB PAA RONDONIA,,
135549,135549 - UNIDADE CONAB PAA SANTA CATARINA,,
135550,135550 - UNIDADE CONAB PAA MARANHAO,,
135551,135551 - UNIDADE CONAB PAA MATO GROSSO DO SUL,,
135552,135552 - UA/CRATEUS,,
135553,135553 - UNIDADE CONAB PAA AMAZONAS,,
135554,135554 - UNIDADE CONAB PAA RORAIMA,,
135555,135555 - UNIDADE CONAB PAA SAO PAULO,,
135556,135556 - UNIDADE CONAB PAA RIO GRANDE DO SUL,,
135557,135557 - UNIDADE ARMAZENADORA BOA VISTA,,
135558,135558 - UNIDADE CONAB PAA BAHIA,,
135559,135559 - UNIDADE CONAB PAA ESPIRITO SANTO,,
135560,135560 - UNIDADE CONAB PAA TOCANTINS,,
135561,135561 - UNIDADE CONAB PAA RIO DE JANEIRO,,
135562,135562 - UNIDADE CONAB PAA MINAS GERAIS,,
135563,135563 - UNIDADE CONAB PAA PERNAMBUCO,,
135564,135564 - UNIDADE ARMAZENADORA DE ENTRE RIOS,,
135565,135565 - UNIDADE ARMAZENADORA RIBEIRA DO POMBAL,,
135567,135567 - UNIDADE ARMAZENADORA CURRAIS NOVOS,,
135568,135568 - UNIDADE ARMAZENADORA NATAL-CAIAPOS,,
135570,135570 - UNIDADE ESTOQUE ESTRATEGICO RORAIMA,,
135571,135571 - UNIDADE CONAB PAA BRASILIA,,
135572,135572 - UNIDADE CONAB PAA SERGIPE,,
135585,135585 - UNIDADE ARMAZENADORA DE STA MARIA DA VITORIA,,
135586,135586 - CONAB SEDE SUREG ALAGOAS,,
135587,135587 - CONAB SEDE SUREG RORAIMA,,
135595,135595 - UNIDADE MERCADO DE OPCOES - SEDE,,
135596,135596 - CONAB SEDE SUREG AMAPA,,
135597,135597 - UNIDADE CONAB PAA CEARA,,
135598,135598 - UNIDADE CONAB PAA AMAPA,,
135599,135599 - UNIDADE MERCADO DE OPCOES AMAPA,,
135601,135601 - UNIDADE CONAB PAA ALAGOAS,,
135602,135602 - UNIDADE CONAB PAA PARAIBA,,
135605,135605 - CONAB SEDE SUREG ACRE,,
135606,135606 - NUCLEO ESTOQUE REGULADOR/RR - PGPM,,
135607,135607 - UNIDADE ARMAZENADORA DE PATOS,,
135608,135608 - UNIDADE ARMAZENADORA DE MONTEIRO,,
135610,135610 - UNIDADE ARMAZENADORA PALMEIRA DOS INDIOS,,
135611,135611 - UNIDADE ARMAZENADORA DE CAICO,,
135612,135612 - UNIDADE ARMAZENADORA ICO,,
135614,135614 - UNIDADE ARMAZENADORA MACAPA CENTRAL,,
135615,135615 - UNIDADE ARMAZENADORA UMARIZAL,,
135625,135625 - UNIDADE ARMAZENADORA CACHOEIRO DE ITAPEMIRIM,,
135626,135626 - CONAB SEDE SUREG DISTRITO FEDERAL E ENTORNO,,
137043,137043 - CEPLAC/ARIQUEMES/RO,,
138011,138011 - UA SAO JOSE,,
150002,150002 - SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,,
150007,150007 - CONSELHO NACIONAL DE EDUCACAO,,
150011,150011 - SECRETARIA DE EDUCACAO SUPERIOR,,
150014,150014 - SUBSECRETARIA DE PLANEJAMENTO E ORCAMENTO SPO,,
150016,150016 - SECRETARIA DE EDUC.PROFISSIONAL E TECNOLOGICA,,
150019,150019 - SECRETARIA DE EDUCACAO BASICA,,
150028,150028 - SECRETARIA DE EDUC.CONT.ALF.E DIVERSIDADE,,
150119,150119 - CENTRO ACADEMICO DO AGRESTE DA UFPE,,
150123,150123 - COORD. DE PROJ. C/A FUND. DE APOIO,,
150134,150134 - CENTRO ACADEMICO VITORIA DE SANTO ANTAO-UFPE,,
150148,150148 - UTFPR - CAMPUS LONDRINA,,
150149,150149 - UTFPR - CAMPUS APUCARANA,,
150150,150150 - UTFPR - CAMPUS TOLEDO,,
150151,150151 - UTFPR- CAMPUS FRANCISCO BELTRAO,,
150154,150154 - CENTRO DE EDUCACAO E SAUDE DA UFCG,,
150160,150160 - PROGRAMA DE ASSISTENCIA A SAUDE DA UFMS,,
150161,150161 - CAMPUS UNIVERSITARIO DE COXIM DA UFMS,,
150162,150162 - CAMPUS UNIVERSITARIO DE PARANAIBA DA UFMS,,
150182,150182 - PRO-REITORIA DE ADMINISTRACAO/UFF,,
150218,150218 - UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,
150220,150220 - HOSPITAL UNIVERSITÁRIO BETTINA FERRO DE SOUZA,,
150221,150221 - HOSPITAL DE CLÍNICAS DA UFTM,,
150223,150223 - MATERNIDADE CLIMERIO DE OLIVEIRA,,
150224,150224 - HOSPITAL UNIVERSITARIO GETULIO VARGAS,,
150229,150229 - HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES,,
150230,150230 - PRO-REITORIA DE ASSUNTOS ESTUDANTIS - PROAES,,
150231,150231 - HOSPITAL UNIVERSITARIO,,
150232,150232 - HOSPITAL UNIVERSITARIO - UFSC,,
150233,150233 - HOSPITAL DE CLINICAS DA UFU,,
150237,150237 - HOSPITAL UNIVERSITARIO DA UFPI,,
150244,150244 - HOSPITAL UNIVERSITARIO WALTER CANTIDIO,,
150246,150246 - MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND,,
150247,150247 - COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,,
150248,150248 - HOSPITAL UNIVERSITARIO (HU/UFGD),,
150426,150426 - UFRN - COMPLEXO HOSPITALAR DE SAUDE,,
150432,150432 - SUP.GERAL DO COMPLEXO HOSP.E DE SAUDE DA UFRJ,,
151046,151046 - HOSPITAL VITOR DO AMARAL,,
151068,151068 - CAMPUS DE CHAPADAO DO SUL DA UFMS,,
151069,151069 - CAMPUS DE NOVA ANDRADINA DA UFMS,,
151070,151070 - CAMPUS DE PONTA PORA DA UFMS,,
151071,151071 - CAMPUS DE NAVIRAI DA UFMS,,
151072,151072 - CAMPUS DE BONITO DA UFMS,,
151714,151714 - FUNDO FINANC. ESTUDANTE ENSINO SUPERIOR,,
151878,151878 - INST. FED.SUL-RIO-GRANDENSE/CAMPUS CAMAQUA,,
151879,151879 - INST.FED.SUL-RIO-GRANDENSE/CAMPUS BAGE,,
151889,151889 - IF BAIANO CAMPUS BOM JESUS DA LAPA,,
151895,151895 - IFSUL/CAMPUS VISCONDE DA GRAÇA/PELOTAS,,
151909,151909 - IF DE PERNAMBUCO (CAMPUS CARUARU),,
151910,151910 - IF DE PERNAMBUCO (CAMPUS GARANHUNS),,
151911,151911 - IF DE PERNAMBUCO (AFOGADOS DA INGAZEIRA),,
151916,151916 - DEPTO DE ANTROPOLOGIA E MUSEOLOGIA,,
151917,151917 - DEPARTAMENTO DE ARQUEOLOGIA,,
151918,151918 - DEPARTAMENTO DE CIENCIA POLITICA,,
151963,151963 - DEPTO DE HOTELARIA E TURISMO-DHT,,
151964,151964 - IFSUL/CAMPUS VENANCIO AIRES,,
152004,152004 - INSTITUTO BENJAMIN CONSTANT-RJ,,
152005,152005 - INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ,,
152134,152134 - UTFPR - CAMPUS GUARAPUAVA,,
152139,152139 - IFB - CAMPUS GAMA,,
152140,152140 - IFB - CAMPUS TAGUATINGA NORTE,,
152141,152141 - IFB - CAMPUS SAMAMBAIA,,
152142,152142 - IFB - CAMPUS BRASÍLIA,,
152143,152143 - IFB - CAMPUS TAGUATINGA CENTRO,,
152253,152253 - IF CATARINENSE - CAMPUS IBIRAMA,,
152254,152254 - IF CATARINENSE - CAMPUS BLUMENAU,,
152290,152290 - IF CATARINENSE - CAMPUS S. FRANCISCO DO SUL,,
152370,152370 - CENTRO DE APOIO A EDUCACAO A DISTANCIA/UFMG,,
152389,152389 - SECRETARIA DE ARTIC. C/ OS SISTEMAS DE ENSINO,,
152390,152390 - SECRETARIA REG. E SUPERVISÃO DA ED. SUPERIOR,,
152420,152420 - INST. FED. DE SERGIPE/CAMPUS N.Sª DA GLÓRIA,,
152426,152426 - INST. FED. DE SERGIPE/CAMPUS ESTÂNCIA,,
152430,152430 - INST. FED. DE SERGIPE/CAMPUS ITABAIANA,,
152435,152435 - DECANATO DE PLANEJAMENTO E ORÇAMENTO - FUB,,
152477,152477 - UNIFESP-HOSP. UNIVERSITARIO,,
152663,152663 - IF CATARINENSE - CAMPUS LUZERNA,,
152711,152711 - INST. FED. DO RN / CAMPUS NATAL - CIDADE ALTA,,
152734,152734 - COORD-GERAL DE SUP. A GESTÃO ORCAMENT/SPO/MEC,,
152756,152756 - INST. FED. DO RN / CAMPUS PARNAMIRIM,,
152757,152757 - INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ,,
152771,152771 - SUPERINTENDENCIA DE SEGURANCA INSTITUCIONAL,,
152800,152800 - INST.FED.DE ALAGOAS/CAMPUS PENEDO,,
152801,152801 - INST.FED.DE ALAGOAS/CAMPUS SANTANA DO IPANEMA,,
