UG_COD,UG_COD_DESC,UF,REGIÃO
168006,168006 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF,,
168007,168007 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE,,
168008,168008 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE,,
170004,170004 - SECRETARIA DE ACOMPANHAMENTO ECONOMICO/MF,,
170006,170006 - COORDENACAO-GERAL DE GESTÃO DE PESSOAS - MF,,
170007,170007 - COORD.-GERAL DE DESENVOL.INSTITUCIONAL-CODIN/,,
170008,170008 - PROCURADORIA GERAL DA FAZENDA NACIONAL,,
170009,170009 - ESCOLA DE ADMINISTRACAO FAZENDARIA,,
170010,170010 - SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB,,
170011,170011 - SECRETARIA DO PATRIMONIO DA UNIAO,,
170013,"170013 - SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF",,
170017,170017 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/DF,,
170018,170018 - SUPERITENDENCIA REGIONAL DA RFB NA 1A RF,,
170019,170019 - DELEGACIA DA RFB EM BRASILIA,,
170020,170020 - ALFANDEGA DA RFB AEROP.INTERNAC.DE BRASILIA,,
170021,170021 - SUPERINTENDENCIA DO PATRIMONIO DA UNIAO/DF,,
170022,170022 - ALFANDEGA DA RFB PORTO DE BELEM,,
170024,170024 - DELEGACIA DA RFB EM MACAPA,,
170025,170025 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MA,,
170028,170028 - DELEGACIA DA RFB EM SAO LUIS,,
170030,170030 - DELEGACIA DA RFB EM IMPERATRIZ,,
170032,170032 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PI,,
170035,170035 - DELEGACIA DA RFB EM TERESINA,,
170038,170038 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/CE,,
170039,170039 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/CE,,
170040,170040 - SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF,,
170041,170041 - DELEGACIA DA RFB EM FORTALEZA,,
170042,170042 - DELEGACIA DA RFB EM JUAZEIRO DO NORTE,,
170045,170045 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RN,,
170047,170047 - DELEGACIA DA RFB EM NATAL,,
170050,170050 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PB,,
170052,170052 - DELEGACIA DA RFB EM JOAO PESSOA,,
170055,170055 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE,,
170057,170057 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/PE,,
170058,170058 - SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF,,
170059,170059 - DELEGACIA DA RFB EM RECIFE,,
170060,170060 - DELEGACIA DA RFB EM CARUARU,,
170061,170061 - INSPETORIA DA RFB EM RECIFE,,
170064,170064 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AL,,
170066,170066 - DELEGACIA DA RFB EM MACEIO,,
170069,170069 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SE,,
170072,170072 - DELEGACIA DA RFB EM ARACAJU,,
170075,170075 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/BA,,
170077,170077 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/BA,,
170078,170078 - SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF,,
170079,170079 - DELEGACIA DA RFB EM SALVADOR,,
170080,170080 - DELEGACIA DA RFB EM FEIRA DE SANTANA,,
170081,170081 - DELEGACIA DA RFB EM VITORIA DA CONQUISTA,,
170085,170085 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MG,,
170087,170087 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/MG,,
170088,170088 - SUPERINTENDENCIA REGIONAL DA RFB NA 6A RF,,
170089,170089 - DELEGACIA DA RFB EM BELO HORIZONTE,,
170091,170091 - DELEGACIA DA RFB EM GOVERNADOR VALADARES,,
170092,170092 - DELEGACIA DA RFB EM JUIZ DE FORA,,
170093,170093 - DELEGACIA DA RFB EM UBERABA,,
170094,170094 - DELEGACIA DA RFB EM VARGINHA,,
170095,170095 - DELEGACIA DA RFB EM DIVINOPOLIS,,
170096,170096 - DELEGACIA DA RFB EM MONTES CLAROS,,
170097,170097 - DELEGACIA DA RFB EM UBERLANDIA,,
170100,170100 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/ES,,
170102,170102 - ALFANDEGA DA RFB PORTO DE VITORIA,,
170103,170103 - DELEGACIA DA RFB EM VITORIA,,
170106,170106 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MS,,
170108,170108 - ALFANDEGA DA RFB PORTO DE FORTALEZA,,
170109,170109 - DELEGACIA DA RFB EM CAMPO GRANDE,,
170110,170110 - INSPETORIA DA RFB EM CORUMBA,,
170111,170111 - INSPETORIA DA RFB EM PONTA PORA,,
170114,170114 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RJ,,
170115,170115 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/RJ,,
170116,170116 - SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF,,
170118,170118 - ALFANDEGA DA RFB PORTO DO RIO DE JANEIRO,,
170119,170119 - DELEGACIA DA RFB EM VOLTA REDONDA,,
170120,170120 - DELEGACIA DA RFB EM CAMPOS GOYTACAZES,,
170121,170121 - DELEGACIA DA RFB EM NITEROI,,
170122,170122 - DELEGACIA DA RFB EM NOVA IGUACU,,
170125,170125 - ALFANDEGA DA RFB AEROP.INTERNAC. RIO JANEIRO,,
170131,170131 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SP,,
170132,170132 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/SP,,
170133,170133 - SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF,,
170134,170134 - DELEGACIA DA RFB EM ARACATUBA,,
170135,170135 - DELEGACIA DA RFB EM BAURU,,
170136,170136 - DELEGACIA DA RFB EM CAMPINAS,,
170137,170137 - DELEGACIA DA RFB EM PRESIDENTE PRUDENTE,,
170138,170138 - DELEGACIA DA RFB EM RIBEIRAO PRETO,,
170139,170139 - DELEGACIA DA RFB EM S.JOSE DO RIO PRETO,,
170141,170141 - DELEGACIA DA RFB EM SANTOS,,
170142,170142 - DELEGACIA DA RFB EM SOROCABA,,
170143,170143 - DELEGACIA DA RFB EM TAUBATE,,
170144,170144 - DELEGACIA DA RFB EM GUARULHOS,,
170145,170145 - DELEGACIA DA RFB EM LIMEIRA,,
170146,170146 - DELEGACIA DA RFB EM OSASCO,,
170147,170147 - DELEGACIA DA RFB EM SANTO ANDRE,,
170148,170148 - ALFANDEGA DA RFB AEROP.INTERNAC.DE VIRACOPOS,,
170150,170150 - ALFANDEGA DA RFB AEROP.INTERNAC.DE GUARULHOS,,
170153,170153 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PR,,
170155,170155 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/PR,,
170156,170156 - SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF,,
170157,170157 - DELEGACIA DA RFB EM CASCAVEL,,
170158,170158 - DELEGACIA DA RFB EM CURITIBA,,
170159,170159 - DELEGACIA DA RFB EM LONDRINA,,
170160,170160 - DELEGACIA DA RFB EM PONTA GROSSA,,
170161,170161 - DELEGACIA DA RFB EM MARINGA,,
170162,170162 - DELEGACIA DA RFB EM FOZ DO IGUACU,,
170163,170163 - ALFANDEGA DA RFB PORTO DE PARANAGUA,,
170164,170164 - SUPERINTENDÊNCIA DO PATRIMÔNIO DA UNIÃO/PR,,
170166,170166 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SC,,
170168,170168 - ALFANDEGA DA RFB PORTO DE SANTOS,,
170169,170169 - DELEGACIA DA RFB EM FLORIANOPOLIS,,
170170,170170 - DELEGACIA DA RFB EM JOACABA,,
170171,170171 - DELEGACIA DA RFB EM JOINVILLE,,
170172,170172 - ALFANDEGA DA RFB PORTO DE ITAJAI,,
170175,170175 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RS,,
170176,170176 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/RS,,
170177,170177 - SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF,,
170178,170178 - DELEGACIA DA RFB EM CAXIAS DO SUL,,
170179,170179 - DELEGACIA DA RFB EM PASSO FUNDO,,
170180,170180 - DELEGACIA DA RFB EM PELOTAS,,
170181,170181 - DELEGACIA DA RFB EM PORTO ALEGRE,,
170182,170182 - ALFANDEGA DA RFB PORTO DE RIO GRANDE,,
170183,170183 - DELEGACIA DA RFB EM SANTA MARIA,,
170184,170184 - DELEGACIA DA RFB EM NOVO HAMBURGO,,
170185,170185 - DELEGACIA DA RFB EM SANTO ANGELO,,
170186,170186 - DELEGACIA DA RFB EM URUGUAIANA,,
170187,170187 - INSPETORIA DA RFB EM SANTANA DO LIVRAMENTO,,
170190,170190 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MT,,
170191,170191 - SECRETARIA DE ASSUNTOS INTERNACIONAIS,,
170192,170192 - DELEGACIA DA RFB EM CUIABA,,
170195,170195 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/GO,,
170198,170198 - DELEGACIA DA RFB EM GOIANIA,,
170201,170201 - DELEGACIA DA RFB EM PORTO VELHO,,
170205,170205 - DELEGACIA DA RFB EM RIO BRANCO,,
170207,170207 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AM,,
170209,170209 - DELEGACIA DA RFB EM MANAUS,,
170210,170210 - ALFANDEGA DA RFB PORTO DE MANAUS,,
170213,170213 - DELEGACIA DA RFB EM BOA VISTA,,
170214,170214 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PA,,
170216,170216 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/PA,,
170217,170217 - SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,,
170218,170218 - DELEGACIA DA RFB EM BELEM,,
170219,170219 - DELEGACIA DA RFB EM SANTAREM,,
170225,170225 - ALFANDEGA DO PORTO DE SÃO LUIS/MA,,
170226,170226 - ALFANDEGA DA RFB PORTO DE SALVADOR,,
170227,170227 - INSPETORIA DA RFB EM BELO HORIZONTE,,
170247,170247 - INSPETORIA DA RFB EM MUNDO NOVO,,
170248,170248 - DELEGACIA DA RFB EM CONTAGEM,,
170250,170250 - SECRETARIA DE POLITICA ECONOMICA,,
170257,170257 - DELEGACIA DA RFB NO RJ I,,
170258,170258 - INSPETORIA DA RFB NO RIO DE JANEIRO,,
170259,170259 - INSPETORIA DA RFB EM SÃO PAULO,,
170261,170261 - DELEGACIA DA RFB EM S.BERNARDO DO CAMPO,,
170262,170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS,,
170263,170263 - DELEGACIA DA RFB EM SANTA CRUZ DO SUL,,
170269,170269 - INSPETORIA DA RFB EM PORTO ALEGRE,,
170270,170270 - INSPETORIA DA RFB EM CHUI,,
170271,170271 - DELEGACIA DA RFB EM PALMAS,,
170279,170279 - CORREGEDORIA-GERAL DA RFB,,
170287,170287 - DELEGACIA DA RFB EM MARILIA,,
170289,170289 - DELEGACIA DA RFB JULGAMENTO EM BRASILIA,,
170290,170290 - DELEGACIA DA RFB JULGAMENTO EM CAMPO GRANDE,,
170291,170291 - DELEGACIA DA RFB JULGAMENTO EM BELEM,,
170293,170293 - DELEGACIA DA RFB JULGAMENTO EM FORTALEZA,,
170294,170294 - DELEGACIA DA RFB JULGAMENTO EM RECIFE,,
170295,170295 - DELEGACIA DA RFB JULGAMENTO EM SALVADOR,,
170296,170296 - DELEGACIA DA RFB JULGAMENTO EM BELO HORIZONTE,,
170297,170297 - DELEGACIA DA RFB JULGAMENTO EM JUIZ DE FORA,,
170298,170298 - DELEGACIA DA RFB JULGAMENTO RIO DE JANEIRO-I,,
170299,170299 - DELEGACIA DA RFB JULGAMENTO EM SAO PAULO-I,,
170301,170301 - DELEGACIA DA RFB JULGAMENTO EM CAMPINAS,,
170302,170302 - DELEGACIA DA RFB JULGAMENTO EM CURITIBA,,
170304,170304 - DELEGACIA DA RFB JULGAMENTO EM FLORIANOPOLIS,,
170305,170305 - DELEGACIA DA RFB JULGAMENTO EM PORTO ALEGRE,,
170307,170307 - DELEGACIA DA RFB JULGAMENTO EM RIBERAO PRETO,,
170309,170309 - UCP/SE/MF - PNAFM 1ª FASE,,
170312,170312 - DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTÁRIA/SP,,
170313,170313 - DELEGACIA DA RFB ESP.INST.FINANCEIRAS EM SP,,
170314,170314 - DELEGACIA DA RFB EM BLUMENAU,,
170315,170315 - DELEGACIA DA RFB EM LAGES,,
170316,170316 - DELEGACIA ESPECIAL MAIORES CONTRIBUINTES RJ,,
170317,170317 - ALFANDEGA DA RFB PORTO DE ITAGUAI,,
170318,170318 - DELEGACIA DA RFB EM JUNDIAI,,
170320,170320 - DELEGACIA ESPECIAL MAIORES CONTRIBUINTES SP,,
170321,170321 - DELEGACIA DA RFB EM PIRACICABA,,
170322,170322 - DELEGACIA DA RFB EM ARARAQUARA,,
170323,170323 - DELEGACIA DA RFB EM FRANCA,,
170324,170324 - DELEGACIA DA RFB EM CORONEL FABRICIANO,,
170325,170325 - DELEGACIA DA RFB EM POCOS DE CALDAS,,
170326,170326 - DELEGACIA DA RFB EM CAMACARI,,
170327,170327 - DELEGACIA DA RFB EM ITABUNA,,
170328,170328 - DELEGACIA DA RFB EM SETE LAGOAS,,
170330,170330 - DELEGACIA DA RFB EM SOBRAL,,
170332,170332 - DELEGACIA DA RFB EM JI-PARANA,,
170333,170333 - ALFANDEGA DA RFB AEROP.INTERNAC.EDUARDO GOMES,,
170334,170334 - DELEGACIA DA RFB EM MARABA,,
170335,170335 - DELEGACIA DA RFB EM MOSSORO,,
170337,170337 - DELEGACIA DA RFB EM FLORIANO,,
170338,170338 - DELEGACIA DA RFB EM CAMPINA GRANDE,,
170339,170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB,,
170342,170342 - INSPETORIA DA RFB EM FLORIANOPOLIS,,
170343,170343 - INSPETORIA DA RFB EM CURITIBA,,
170344,170344 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AC,,
170345,170345 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AP,,
170346,170346 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RO,,
170347,170347 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RR,,
170356,170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES,,
170381,170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL,,
170382,170382 - ALFANDEGA DA RFB AEROP.INTERNAC.DE SALVADOR,,
170383,170383 - DELEGACIA DA RFB NO RIO DE JANEIRO II,,
170385,170385 - DELEGACIA DA RFB DE FISCALIZAÇÃO EM SÃO PAULO,,
170386,170386 - DELEGACIA DA RFB EM MACAE,,
170387,170387 - ALFANDEGA DA RFB AEROP.INTERNAC.PINTO MARTINS,,
170388,170388 - DELEGACIA DA RFB EM DOURADOS,,
170389,170389 - ALFANDEGA DA RFB PORTO DE SÃO FRANC.DO SUL,,
170392,170392 - FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL,,
170393,170393 - FCDF SSP   POLICIA MILITAR DO DF,,
170394,170394 - FCDF SSP CORPO BOMBEIRO MILITAR DO DF,,
170395,170395 - FCDF SSP   POLICIA CIVIL DO DF,,
170397,170397 - FCDF - SECRETARIA DE SAUDE,,
170399,170399 - FCDF - SECRETARIA DE EDUCACAO,,
170474,170474 - FUNDO SOBERANO DO BRASIL,,
170479,170479 - CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS,,
170484,170484 - FCDF-PMDF-DEPARTAMENTO DE GESTÃO DE PESSOAL,,
170485,170485 - DEPARTAMENTO DE SAÚDE E ASSIST. DE PESSOAL,,
170494,170494 - DELEG. ESPECIAL RFB DE MAIORES CONTRIBUINTES,,
170495,170495 - FCDF - CBMDF - ASSISTENCIA MEDICA,,
170498,170498 - UCP/SE/MF - PNAFM 2ª FASE,,
170502,170502 - SECRETARIA DO TESOURO NACIONAL/COFIN/STN,,
170510,170510 - COORD.-GERAL DE PARTICIPAÇÕES SOCIETÁRIAS,,
170512,170512 - COORDENACAO GERAL DE HAVERES FINANCEIROS,,
170516,170516 - DELEGACIA DA RFB EM ANAPOLIS,,
170520,170520 - ALFANDEGA DA RFB AEROP.INTERNAC. DE BELEM,,
170526,170526 - COFIS - PROJETO BIRD 76600,,
170531,170531 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/DF,,
170532,170532 - ALFANDEGA DA RFB NO PORTO DE PECEM,,
170533,170533 - ALFANDEGA DA RFB EM SAO PAULO,,
170551,170551 - DELEGACIA DA RFB EM BARUERI,,
170600,170600 - COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA,,
170700,170700 - COPEC-UNIDADE ORCAMENTARIA E FINANCEIRA,,
170705,170705 - COORD.-GERAL DE GER. DE FUNDOS E OP FISCAIS,,
170940,170940 - COORD-GERAL DE PLANEJ. E ORCAMENTO/DGI/SE/CGU,,
173030,173030 - COMISSAO DE VALORES MOBILIARIOS,,
173035,173035 - GERENCIA REGIONAL DE FISCALIZACAO EM S.P.,,
173039,173039 - SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ,,
173057,173057 - BANCO CENTRAL DO BRASIL,,
173065,173065 - FUNDO CONTINGENTE DA EXTINTA RFFSA-FC,,
175004,175004 - CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,,
179103,179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL,,
180002,180002 - DEPARTAMENTO DE GESTÃO INTERNA,,
180004,180004 - CGRL/SPOA/SE/MIN. DO ESPORTE CONDOM.BLOCO A,,
180006,180006 - CEF/MINISTERIO DO ESPORTE,,
183023,183023 - INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG,,
183025,183025 - SUPERINTENDENCIA DO INMETRO NO ESTADO DE GOIA,,
183035,183035 - SUPERINTENDENCIA DO INMETRO NO ESTADO DO PR,,
183038,183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,,
183039,183039 - SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,,
183042,183042 - ESC DE DIFUSÃO REGIONAL SUL I,,
183043,183043 - ESCRITÓRIO DE DIFUSÃO REGIONAL CENTRO-OESTE,,
183044,183044 - ESCRITÓRIO DE DIFUSÃO REGIONAL NORDESTE,,
183045,183045 - ESCRITÓRIO DE DIFUSÃO REGIONAL SUDESTE I,,
185001,185001 - INSTITUTO BRASILEIRO DE TURISMO,,
187002,187002 - FUNDO GERAL DE TURISMO-FUNGETUR,,
190004,190004 - FUNAI-COORDENAÇÃO REGIONAL DE JI-PARANA/RO,,
193001,193001 - DNOCS CEST/PI-TERESINA-PI,,
193002,193002 - DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS,,
193003,193003 - DNOCS CEST/CE - FORTALEZA-CE,,
193004,193004 - DNOCS - CEST/RN - NATAL-RN,,
193005,193005 - DNOCS - CEST/PB - JOAO PESSOA - PB,,
193007,193007 - DNOCS - CEST/AL-PALMEIRA DOS INDIOS,,
193008,193008 - DNOCS - CEST/SE ARACAJU - SE,,
193009,193009 - DNOCS - CEST/BA - SALVADOR - BA,,
193010,193010 - DNOCS - CEST/MG - MONTES CLAROS-MG,,
193028,193028 - SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM,,
193034,193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ,,
193054,193054 - SUFRAMA/CAIXA ECONOMICA FEDERAL - CEF,,
193099,193099 - IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,,
193100,193100 - IBAMA - SUPERINTENDENCIA DO AMAZONAS/AM,,
193101,193101 - IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL,,
193102,193102 - IBAMA - SUPERINTENDENCIA DO AMAPA/AP,,
193103,193103 - IBAMA - SUPERINTENDENCIA DA BAHIA/BA,,
193104,193104 - IBAMA - SUPERINTENDENCIA DO CEARA/CE,,
193105,193105 - IBAMA - SUPERINTENDENCIA DO ACRE/AC,,
193106,193106 - IBAMA - SUPERINTENDENCIA DISTRITO FEDERAL/DF,,
193107,193107 - IBAMA - SUPERINTENDENCIA DO ESPIRITO SANTO/ES,,
193108,193108 - IBAMA - SUPERINTENDENCIA DE GOIAS/GO,,
193110,193110 - IBAMA - SUPERINTENDENCIA DO MARANHAO/MA,,
193111,193111 - IBAMA - SUPERINTENDENCIA DE MINAS GERAIS/MG,,
193112,193112 - IBAMA - SUPERINTENDENCIA MATO GROSSO SUL/MS,,
193113,193113 - IBAMA - SUPERINTENDENCIA DO MATO GROSSO/MT,,
193114,193114 - IBAMA - SUPERINTENDENCIA DO PARA/PA,,
193115,193115 - IBAMA - SUPERINTENDENCIA DA PARAIBA/PB,,
193116,193116 - IBAMA - SUPERINTENDENCIA DE PERNAMBUCO/PE,,
193117,193117 - IBAMA - SUPERINTENDENCIA DO PIAUI/PI,,
193118,193118 - IBAMA - SUPERINTENDENCIA DO PARANA/PR,,
193119,193119 - IBAMA - SUPERINTENDENCIA DO RIO DE JANEIRO/RJ,,
193120,193120 - IBAMA - SUPERINTENDENCIA RIO GRANDE NORTE/RN,,
193121,193121 - IBAMA - SUPERINTENDENCIA DE RONDONIA/RO,,
193122,193122 - IBAMA - SUPERINTENDENCIA DE RORAIMA/RR,,
193124,193124 - IBAMA - SUPERINTENDENCIA DO RIO GRANDE SUL/RS,,
193125,193125 - IBAMA - SUPERINTENDENCIA DE SANTA CATARINA/SC,,
193126,193126 - IBAMA - SUPERINTENDENCIA DE SERGIPE/SE,,
193129,193129 - IBAMA - SUPERINTENDENCIA DE SAO PAULO/SP,,
193183,193183 - IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO,,
193356,193356 - IBAMA - GERENCIA EXECUTIVA - SANTAREM/PA,,
194003,194003 - COORDENAÇÃO REGIONAL DE CACOAL/RO,,
194004,194004 - COORDENAÇÃO REG. DE GUAJARA MIRIM/RO,,
194005,194005 - COORDENAÇÃO REGIONAL ALTO PURUS,,
194006,194006 - COORDENAÇÃO REGIONAL DE MANAUS/AM,,
194007,194007 - COORDENAÇÃO REG. DO VALE DO JAVARI/AM,,
194008,194008 - COORDENAÇÃO REGIONAL DO RIO NEGRO/AM,,
194009,194009 - COORDENAÇÃO REGIONAL RORAIMA/RR,,
194010,194010 - COORD. REG. CENTRO-LESTE DO PARA/PA,,
194011,194011 - COORDENAÇÃO REGIONAL BAIXO TOCANTINS/PA,,
194012,194012 - COORDENAÇÃO REGIONAL TAPAJÓS/PA,,
194018,194018 - COORDENAÇÃO REG.BAIXO SÃO FRANCISCO/BA,,
194019,194019 - COORD.REG.DE MINAS GERAIS E ESPIRITO SANTO/MG,,
194020,194020 - FUNAI-COORDENAÇÃO REGIONAL DE CAMPO GRANDE/MS,,
194022,194022 - MUSEU DO INDIO - RIO DE JANEIRO,,
194027,194027 - COORDENAÇÃO REGIONAL PASSO FUNDO/RS,,
194028,194028 - COORDENAÇÃO REGIONAL DE CUIABA/MT,,
194029,194029 - COORDENAÇÃO REGIONAL XAVANTE/MT,,
194031,194031 - COORDENAÇÃO REGIONAL XINGU/MT,,
194033,194033 - COORDENAÇÃO REGIONAL ARAGUAIA TOCANTINS/TO,,
194035,194035 - FUNAI-SEDE BRASILIA/DF,,
194036,194036 - COORDENAÇÃO REG. NORTE DO MATO GROSSO/MT,,
194041,194041 - COORDENAÇÃO REGIONAL NORDESTE 2/CE,,
194042,194042 - COORD. REG. RIBEIRÃO CASCALHEIRA/MT,,
194044,194044 - COORDENAÇÃO REG. KAYAPO SUL DO PARA/PA,,
194045,194045 - FUNAI-COORDENAÇÃO REGIONAL DO MADEIRA/AM,,
194046,194046 - COORDENAÇÃO REG. LITORAL SUDESTE/SP,,
194047,194047 - FUNAI-COORDENAÇÃO REGIONAL DO LITORAL SUL/SC,,
194048,194048 - COORDENAÇÃO REGIONAL MEDIO PURUS/AM,,
194061,194061 - COORDENAÇÃO REGIONAL INTERIOR SUL/SC,,
194063,194063 - COORDENAÇÃO REG. DO ALTO SOLIMÕES/AM,,
194064,194064 - COORDENAÇÃO REGIONAL DOURADOS/MS,,
194067,194067 - COORDENAÇÃO REG. NOROESTE DO MATO GROSSO/MT,,
194068,194068 - COORDENAÇÃO REGIONAL SUL DA BAHIA/BA,,
194074,194074 - COORDENAÇÃO REGIONAL MARANHAO/MA,,
194075,194075 - COORDENAÇÃO REG.AMAPA E NORTE DO PARA/AP,,
194077,194077 - COORDENAÇÃO REGIONAL NORDESTE 1/AL,,
194085,194085 - COORDENAÇÃO REGIONAL DE PONTA PORÃ/MS,,
194088,194088 - FUNDACAO NACIONAL DO INDIO - U.O.,,
194151,194151 - FUNAI-DIRETORIA DE PROTEÇÃO TERRITORIAL,,
194152,194152 - FUNAI-DIRETORIA DE PROM. AO DESENV. SUSTENT.,,
195001,195001 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195002,195002 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195003,195003 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195004,195004 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195005,195005 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195006,195006 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195007,195007 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195011,195011 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195012,195012 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195015,195015 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
200001,200001 - GABINETE DO MINISTRO - MJ,,
200005,200005 - COORDENACAO-GERAL DE LOGISTICA-CGL,,
200006,200006 - COORDENACAO GERAL DE RECURSOS HUMANOS,,
200008,200008 - MINISTERIO PUBLICO MILITAR - DF,,
200009,200009 - MINISTERIO PUBLICO DO DF E TERRITORIOS,,
200010,200010 - MINISTERIO PUBLICO DO TRABALHO - DF,,
200012,200012 - DEPARTAMENTO NACIONAL DE TRANSITO,,
200016,200016 - SECRETARIA DE DIREITOS HUMANOS/PR,,
200021,200021 - SECRETARIA DE POLITICAS PARA AS MULHERES,,
200022,200022 - PROCURADORIA DA REPUBLICA - SE,,
200023,200023 - PROCURADORIA DA REPUBLICA - DF,,
200024,200024 - PROCURADORIA REG.DO TRABALHO 10A. REGIAO - DF,,
200031,200031 - PROCURADORIA DA REPUBLICA - BA,,
200032,200032 - PROCURADORIA REG.DO TRABALHO 5A. REGIAO - BA,,
200035,200035 - PROCURADORIA DA REPUBLICA - MG,,
200036,200036 - PROCURADORIA REG.DO TRABALHO 3A. REGIAO - MG,,
200038,200038 - PROCURADORIA DA REPUBLICA - ES,,
200040,200040 - PROCURADORIA DA REPUBLICA - MS,,
200043,200043 - PROCURADORIA DA REPUBLICA - RJ,,
200044,200044 - PROCURADORIA REG.DO TRABALHO 1A. REGIAO - RJ,,
200045,200045 - PROCURADORIA REGIONAL DA REPUBLICA-2A.REGIAO,,
200046,200046 - PROCURADORIA DA REPUBLICA - RO,,
200049,200049 - PROCURADORIA DA REPUBLICA - SP,,
200050,200050 - PROCURADORIA REG.DO TRABALHO 2A. REGIAO - SP,,
